,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in
144,FINE DINING,Zen,4.7,(136 Reviews),"Woodbine Avenue, Markham",7634 Woodbine Avenue. Markham L3R 2N2,"['Sushi', 'Japanese', 'Asian']",CA$300,['Super Sushi']
145,DESSERT PARLOR,Kekou Gelato,4.9,(134 Reviews),"Baldwin Street, Grange Park","13 Baldwin Street, Toronto","['Ice Cream', 'Asian']",CA$15,[]
146,CASUAL DINING,Emma's Country Kitchen,4.4,(120 Reviews),"Saint Clair Avenue West, Forest Hill","810 Street Clair Avenue W, Toronto M6E 1A7",['Canadian'],CA$25,"['Weekend Brunches, Great Breakfasts']"
147,CASUAL DINING,Ramen Raijin,3.7,(193 Reviews),"Gerrard Street East, Garden District","24 Wellesley St W, Toronto M4Y 2X6","['Ramen', 'Japanese']",CA$40,['Ramen']
148,CASUAL DINING,Golden Thai,4.1,(277 Reviews),"Richmond Street East, St. Lawrence","105 Church Street, Toronto M5C 2G3","['Thai', 'Asian']",CA$50,[]
149,CASUAL DINING,La Palette,4.5,(196 Reviews),"Queen Street West, Fashion District","492 Queen Street West, Toronto",['French'],CA$60,[]
150,CASUAL DINING,King's Noodle,4.4,(197 Reviews),"Spadina Avenue, Kensington-Chinatown","296 Spadina Avenue, Toronto M5T 2E7",['Cantonese'],CA$35,[]
151,CASUAL DINING,Queen Street Warehouse,3.6,(112 Reviews),"Queen Street West, Entertainment District","232 Queen Street West, Toronto M5V 1Z6","['American', 'Bar Food']",CA$30,[]
152,CASUAL DINING,Bier Markt,3.8,(271 Reviews),"The Esplanade, St. Lawrence","58 The Esplanade, Toronto M5E 1R2","['Bar Food', 'Canadian']",CA$70,[]
153,DESSERT PARLOR,Soma Chocolate Maker,4.6,(213 Reviews),"Tank House Lane, Distillery District","32 Tank House Lane, Toronto M5A","['Desserts', 'Coffee and Tea']",CA$15,[]
154,CASUAL DINING,Zet's Restaurant,4.4,(194 Reviews),Mississauga,6445 Airport Road L4V 1E4,"['Greek', 'Burger', 'Grill', 'Breakfast']",CA$30,['Late Night Restaurants']
155,CASUAL DINING,Union Social Eatery,4.3,(191 Reviews),"Derry Road West, Mississauga","6986 Financial Drive, Mississauga L5N 8J4",['Grill'],CA$50,[]
156,CAFÉ,Hibiscus Cafe,4.4,(115 Reviews),"Augusta Avenue, Kensington-Chinatown","238 Augusta Avenue, Toronto","['Cafe', 'Healthy Food']",CA$15,['Happy Herbivores']
157,CASUAL DINING,O&B Canteen,3.9,(247 Reviews),"King Street West, Entertainment District","330 King Street West, Toronto, ON M5V 3X2 3X2",['Canadian'],CA$60,[]
158,CASUAL DINING,&Company Resto Bar,3.9,(243 Reviews),"Burnhamthorpe Road West, Mississauga","295 Enfield Place, Mississauga L5B 3J4","['Canadian', 'Fusion']",CA$70,[]
159,CASUAL DINING,Paramount Fine Foods,4.0,(224 Reviews),"Yonge Street, Downtown Yonge","253 Yonge Street, Toronto M5B 1N8","['Lebanese', 'Middle Eastern']",CA$40,[]
160,CASUAL DINING,The Old Spaghetti Factory,3.7,(233 Reviews),"The Esplanade, St. Lawrence","54 The Esplanade, Toronto M5E 1A6",['Italian'],CA$50,[]
161,CASUAL DINING,Little Sister,3.8,(116 Reviews),"Yonge Street, Yonge & Eglinton","2031 Yonge Street, Toronto M4S 2A2",['Indonesian'],CA$55,[]
162,CASUAL DINING,Swatow Restaurant,4.4,(178 Reviews),"Spadina Avenue, Grange Park","309 Spadina Avenue, Toronto M5T1H1",['Cantonese'],CA$25,"['Great Chinese, Pocket Friendly']"
163,CASUAL DINING,Korean Grill House,4.2,(198 Reviews),"Queen Street West, Entertainment District","214 Queen Street West, Toronto","['BBQ', 'Korean']",CA$45,['Trending This Week']
164,CASUAL DINING,Pizzeria Via Mercanti,4.2,(159 Reviews),"Augusta Avenue, Kensington-Chinatown","188 Augusta Avenue, Toronto M5T 2L6","['Italian', 'Pizza']",CA$50,[]
165,CASUAL DINING,The Hogtown Vegan,3.9,(148 Reviews),"Bloor Street West, Dovercourt Park","1056 Bloor Street West, Toronto",['Canadian'],CA$40,"['Happy Herbivores, Comfort Food']"
166,QUICK BITES,Burgernator,4.3,(142 Reviews),"Augusta Avenue, Kensington-Chinatown","269 Augusta Avenue, Toronto","['Burger', 'Fast Food']",CA$35,['Kickass Burgers']
167,CASUAL DINING,Weslodge Bar & Grill,4.1,(204 Reviews),Fashion District,480 King Street. West M5V 1L7,['Fusion'],CA$120,[]
168,CASUAL DINING,Aoyama Sushi,4.4,(156 Reviews),"Victoria Ave Pk, North York","2766 Victoria Park Avenue, North York M1W 1C2","['Sushi', 'Japanese', 'Asian']",CA$55,['Super Sushi']
169,FINE DINING,Bosk - Shangri-La Hotel,4.1,(76 Reviews),"University Avenue, Entertainment District","Shangri-La Hotel, 188 University Avenue, Toronto M5H 0A3","['Asian', 'Canadian']",CA$120,[]
170,CAFÉ,Arepa Cafe,4.4,(159 Reviews),"Queen Street West, Fashion District","490 Queen Street West, Toronto","['Cafe', 'Venezuelan']",CA$30,[]
171,CASUAL DINING,Marcello's Pizzeria,4.5,(260 Reviews),"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 18-20, Vaughan L4K 5Y6","['Pizza', 'Italian']",CA$65,[]
172,FAST CASUAL,Fresh,4.2,(236 Reviews),"Bloor Street West, Discovery District","326 Bloor Street West, Toronto","['Healthy Food', 'Juices']",CA$40,['Happy Herbivores']
173,FINE DINING,Alo Restaurant,4.1,(47 Reviews),"Spadina Avenue, Entertainment District","163 Spadina Avenue, 3rd Floor, Toronto M5V 2L6",['French'],CA$100,['Late Night Restaurants']
174,CASUAL DINING,Dumpling House,4.4,(160 Reviews),"Spadina Avenue, Kensington-Chinatown","328 Spadina Avenue, Toronto M5T 2E7",['Northern Chinese'],CA$25,[]
175,CASUAL DINING,The One That Got Away,4.4,(177 Reviews),"King Street West, Fashion District","581 King Street West, Toronto","['Fish and Chips', 'British']",CA$35,[]
176,CASUAL DINING,Fusaro's Italian Kitchen,4.3,(117 Reviews),"Spadina Avenue, Entertainment District","147 Spadina Avenue, Toronto M5V 2L7",['Italian'],CA$50,['Mamma Mia!']
177,CASUAL DINING,The Good Fork,4.4,(178 Reviews),"2425 Bloor St West, Bloor West Village","1550, Dundas Street, West Toronto, ON M6K 1T5, Etobicoke, Toronto M6S 1P9",['American'],CA$45,['Great Breakfasts']
178,CASUAL DINING,Crown Princess Fine Dining,4.1,(137 Reviews),Downtown Yonge,"1033 Bay Street, Toronto","['Dim Sum', 'Cantonese', 'Chinese', 'Asian']",CA$80,['Great Chinese']
179,CASUAL DINING,The Senator Restaurant,3.9,(160 Reviews),"Victoria Street, Garden District","249 Victoria Street, Toronto M5B 1T8","['Canadian', 'Diner', 'Desserts']",CA$50,[]
180,QUICK BITES,Smoke's Poutinerie,3.8,(258 Reviews),"Adelaide Street West, Entertainment District","218 Adelaide Street West, Toronto M5H 1W7",['Canadian'],CA$25,[]
181,BAR,C'est What?,4.0,(250 Reviews),"Church Street, St. Lawrence","67 Front Street East, Toronto M5E 1B5",['Bar Food'],CA$75,"['Craft Beer, Board Games']"
182,CASUAL DINING,ki modern japanese + bar,4.2,(223 Reviews),"Bay Street, Financial District",181 Bay Street M5J 2T3,"['Japanese', 'Asian']",CA$80,[]
183,CASUAL DINING,Song Cook's Authentic Korean Restaurant,4.3,(122 Reviews),"Steeles Avenue West, Thornhill","72 Steeles Avenue W, Unit 6, Thornhill L4J 1A1","['Korean', 'Asian']",CA$45,[]
184,CASUAL DINING,Kit Kat Italian Bar & Grill,4.1,(208 Reviews),"King Street West, Entertainment District","297 King Street West, Toronto M5V 1J5","['Italian', 'Grill', 'Bar Food']",CA$60,['Late Night Restaurants']
185,CASUAL DINING,Pho Rua Vang Golden Turtle,4.2,(212 Reviews),"Ossington Avenue, Trinity Bellwoods",125 Ossington Avenue M6J 2Z2,"['Vietnamese', 'Asian']",CA$30,['Restaurants Serving Pho']
186,CAFÉ,Little Nicky's Coffee,4.3,(115 Reviews),"Queen Street West, Grange Park","375 Queen Street West, Toronto M5V 2A5",['Cafe'],CA$20,[]
187,CASUAL DINING,Zakkushi,4.1,(124 Reviews),"Carlton Street, Cabbagetown","193 Carlton Street, Toronto M5A 2K7","['Japanese', 'Asian']",CA$65,[]
188,CASUAL DINING,Brar's Sweets & Restaurant,4.3,(182 Reviews),Brampton,"199 Advance Boulevard, Unit 11, Brampton L6T 4N2",['Indian'],CA$35,[]
189,CASUAL DINING,Le Papillon on Front,4.2,(202 Reviews),St. Lawrence,"69 Front Street East, Toronto M5E 1B5",['French'],CA$80,[]
190,CAFÉ,Future Bistro,4.1,(219 Reviews),"Bloor Street West, Harbord Village","483 Bloor Street West, Toronto M5S 1Y2","['Cafe', 'Polish', 'Desserts']",CA$40,[]
191,QUICK BITES,The Real McCoy,4.5,(179 Reviews),"Markham Road, Scarborough","1033 Markham Road, Scarborough M1H 2Y5","['Pizza', 'Fast Food']",CA$25,[]
192,CASUAL DINING,The Keg Steakhouse + Bar - Mansion,4.5,(249 Reviews),"Jarvis Street, Cabbagetown","515 Jarvis Street, Toronto M4Y 1H7",['Steak'],CA$100,['Date Night']
193,CASUAL DINING,New Generation Sushi,4.1,(268 Reviews),"Bloor Street West, Harbord Village","493 Bloor Street West, Toronto M5S1Y2","['Sushi', 'Japanese', 'Asian']",CA$40,[]
194,CASUAL DINING,Marché Restaurant,4.0,(195 Reviews),"Yonge Street, St. Lawrence","Brookfield Place, 181 Bay Street, Unit 107S, Toronto M5J 2T3",['American'],CA$30,[]
195,CASUAL DINING,Dragon Boat Fusion Cuisine,4.1,(121 Reviews),"East Beaver Creek Road, Richmond Hill","160 East Beaver Creek Road, Suite 4-6, Richmond Hill L4B 4A7","['Dim Sum', 'Cantonese']",CA$40,[]
196,CASUAL DINING,Fat Pasha,3.9,(130 Reviews),"Dupont Street, The Annex","414 Dupont Street, Toronto M5R 1V9",['Middle Eastern'],CA$80,[]
197,CASUAL DINING,Green Eggplant Restaurant,4.1,(249 Reviews),"Queen Street East, The Beaches","2022 Queen Street East, Toronto M4L 1J4","['Mediterranean', 'Sandwich', 'Seafood']",CA$70,[]
198,CASUAL DINING,Ema-Tei,4.2,(158 Reviews),"Saint Patrick Street, Grange Park","30 St. Patrick Street, Toronto M5T 1T4",['Sushi'],CA$60,[]
199,CASUAL DINING,Dragon Pearl,4.1,(176 Reviews),"York Mills Road, North York","865 York Mills Road Unit 2, North York M3B 1Y6","['Chinese', 'Asian']",CA$30,[]
200,CASUAL DINING,Bar Hop,4.2,(137 Reviews),"King Street West, Entertainment District","391 King Street West, Toronto M5V 1K1","['Bar Food', 'Canadian']",CA$70,"['Craft Beer, Trending This Week']"
201,QUICK BITES,Square Boy,4.3,(199 Reviews),The Danforth,"875 Danforth Avenue, Toronto","['Greek', 'Burger']",CA$20,[]
202,CASUAL DINING,Made in Mexico Restaurant and Cantina,4.2,(242 Reviews),Newmarket,185 Main Street,['Mexican'],CA$43,[]
203,CASUAL DINING,Milagro,3.9,(179 Reviews),Entertainment District,"5 Mercer Street, Toronto M5V 1H2",['Mexican'],CA$60,['Mealshare']
204,CASUAL DINING,Spring Sushi,3.8,(173 Reviews),"10 Dundas East, Downtown Yonge","10 Dundas East, L4, Toronto M5B 2G9","['Sushi', 'Japanese', 'Asian']",CA$45,[]
205,CASUAL DINING,Blowfish,4.1,(178 Reviews),"King Street West, Niagara","668 King Street West, Toronto, ON M5V 1M7","['Sushi', 'Japanese', 'Brazilian']",CA$100,[]
206,QUICK BITES,Big Fat Burrito,4.4,(235 Reviews),"Oxford Street, Kensington-Chinatown","285 Augusta Avenue, Toronto","['Mexican', 'Fast Food']",CA$35,['Mexican Magic']
207,CASUAL DINING,Don Don Izakaya,3.3,(180 Reviews),"Dundas Street West, Discovery District","130 Dundas Street West, Toronto M5G 1C3",['Japanese'],CA$45,[]
208,CASUAL DINING,The White Brick Kitchen,4.1,(112 Reviews),"Bloor Street West, Seaton Village","641 Bloor Street West, Toronto M6G 1L1",['Canadian'],CA$60,"['Comfort Food, Grill My Cheese']"
209,DESSERT PARLOR,Dutch Dreams,4.3,(160 Reviews),"Vaughan Road, Hillcrest","36 Vaughan Road, Toronto M6G 2N3","['Ice Cream', 'Desserts']",CA$25,[]
210,CASUAL DINING,R&D,3.6,(66 Reviews),"Spadina Avenue, Kensington-Chinatown","241 Spadina Avenue, Toronto, ON M5T 2E2","['Chinese', 'Asian Fusion']",CA$100,[]
211,DESSERT PARLOR,Glory Hole Doughnuts,4.1,(114 Reviews),"Queen Street West, Parkdale","1596 Queen Street West, Toronto M6R 1A8",['Desserts'],CA$25,[]
212,CASUAL DINING,Terry's Bar & Grill,4.3,(227 Reviews),"1920 Ellesmere Road, Scarborough","1920 Ellesmere Road, Scarborough M1H 3G1","['Bar Food', 'Sandwich', 'Burger']",CA$40,[]
213,CASUAL DINING,Eddie's Wok 'N' Roll,4.2,(203 Reviews),"6400 Millcreek Drive, Mississauga","6400 Millcreek Drive, Mississauga L5N 3E7","['Hakka Chinese', 'Thai']",CA$40,[]
214,CASUAL DINING,Pearl Harbourfront,4.0,(194 Reviews),"Queens Quay West, Harbourfront","207 Queens Quay West, Second Floor, Toronto M5J 1A7","['Dim Sum', 'Cantonese', 'Chinese']",CA$80,['Weekend Brunches']
215,CASUAL DINING,Ethiopian House,4.3,(181 Reviews),"Yonge Street, Downtown Yonge","4 Irwin Avenue, Toronto M4Y 1K9","['Ethiopian', 'African']",CA$35,[]
216,CASUAL DINING,Rasa Bar,4.2,(87 Reviews),"Robert Street, Harbord Village","196 Robert Street, Toronto M5S 2K8",['Fusion'],CA$80,['Late Night Restaurants']
217,QUICK BITES,Golden Star,4.3,(209 Reviews),Thornhill,"7123 Yonge Street, Thornhill","['Burger', 'Fast Food']",CA$25,['Kickass Burgers']
218,CASUAL DINING,Ryoji,3.9,(118 Reviews),"College Street, Little Italy","690 College Street, Toronto M6G 1C1","['Japanese', 'Asian']",CA$40,['Ramen']
219,CASUAL DINING,Wahlburgers,3.2,(174 Reviews),Entertainment District,"46 Blue Jays Way, Toronto M5V 2G3",['Burger'],CA$35,[]
220,CASUAL DINING,Astoria Shish Kebob House,4.2,(240 Reviews),"Danforth Avenue, The Danforth","390 Danforth Avenue, Toronto M4K 1P3","['Greek', 'Kebab']",CA$50,[]
221,CASUAL DINING,Smash Kitchen & Bar,4.3,(121 Reviews),Markham,"4261 Hwy 7, Markham L3R 9W6","['Grill', 'Italian']",CA$60,[]
222,CASUAL DINING,Hinote Sushi,4.4,(189 Reviews),"Bristol Road West, Mississauga","720 Bristol Road, Unit 4, Mississauga L5R 4A3","['Sushi', 'Japanese']",CA$50,[]
223,CASUAL DINING,Congee Queen,4.2,(198 Reviews),North York,"895 Lawrence avenue east, North York","['Cantonese', 'Chinese', 'Asian']",CA$40,[]
224,CASUAL DINING,Cactus Club Cafe,4.0,(83 Reviews),"Adelaide Street West, Financial District","77 Adelaide St W, Toronto M5X 1C1",['Grill'],CA$50,[]
225,CASUAL DINING,Rasta Pasta,4.2,(95 Reviews),"Kensington Avenue, Kensington-Chinatown","61 Kensington Avenue, Toronto M5T 2K1","['Jamaican', 'Italian']",CA$25,[]
226,CASUAL DINING,Twin Fish,4.3,(181 Reviews),"Courtneypark Drive East, Mississauga","80 Courtneypark Drive East, Mississauga L5T 2Y3","['Thai', 'Asian']",CA$43,[]
227,CASUAL DINING,La Taquizza,4.4,(161 Reviews),"Rutherford Road, Vaughan","Vaughan Mills Plaza, 3175 Rutherford Road, Unit 28, Vaughan L4K 5Y6",['Mexican'],CA$40,[]
228,QUICK BITES,Jumbo Empanadas,4.3,(155 Reviews),"Augusta Avenue, Kensington-Chinatown","245 Augusta Avenue, Toronto M5T 1M5",['Latin American'],CA$15,[]
229,CASUAL DINING,Old School,3.2,(83 Reviews),"Dundas Street West, Little Italy","800 Dundas Street West, Toronto M6J 1V1","['BBQ', 'American']",CA$40,['Late Night Restaurants']
230,FINE DINING,Lai Wah Heen - DoubleTree by Hilton Hotel Toronto...,4.2,(137 Reviews),"DoubleTree by Hilton Toronto Downtown, Discovery District","DoubleTree by Hilton Hotel Toronto Downtown, 108 Chestnut Steet, Toronto M5G 1R3","['Dim Sum', 'Cantonese']",CA$100,['Great Chinese']
231,CASUAL DINING,Drake One Fifty,4.0,(123 Reviews),"York Street, Financial District","150 York Street, Toronto M5H 3S5","['Canadian', 'American', 'Grill']",CA$120,[]
232,CASUAL DINING,La Vecchia,4.2,(155 Reviews),"Yonge Street, Yonge & Eglinton","2405 Yonge Street, Toronto M4P 2E7",['Italian'],CA$80,[]
233,CASUAL DINING,Yamato,4.4,(185 Reviews),"Bellair Street, Yorkville","24 Bellair Street, Toronto M5R 2C7","['Japanese', 'Asian']",CA$100,[]
234,CASUAL DINING,Kaka,3.7,(63 Reviews),"First Markham Place, Markham","First Markham Place, 3235 Highway 7 East, Unit 18A, Markham L3R 3R3","['Sushi', 'Japanese']",CA$70,[]
235,BAR,Nomé Izakaya,3.8,(101 Reviews),"Yonge Street, North York","4848 Yonge Street, North York M2N 5N2","['Japanese', 'Asian']",CA$70,[]
236,CASUAL DINING,Stack,4.1,(135 Reviews),"Yonge Street, Bedford Park","3265 Yonge Street, Bedford Park M4N 2L5","['BBQ', 'American']",CA$80,['Barbecue & Grill']
237,CASUAL DINING,Sidecar,4.2,(149 Reviews),"College Street, Little Italy","577 College Street, Toronto M6G","['Grill', 'Seafood', 'Italian', 'Canadian']",CA$60,[]
238,CASUAL DINING,Allen's,4.1,(196 Reviews),"Danforth Avenue, The Danforth","143 Danforth Avenue, Toronto M4K 1N2","['Canadian', 'Bar Food']",CA$55,[]
239,CASUAL DINING,Fabbrica,4.0,(167 Reviews),"Karl Fraser Road, North York","Shops at Don Mills, 49 Karl Fraser Road, North York M3C 0E5",['Italian'],CA$90,[]
240,QUICK BITES,Apache Burger,3.2,(239 Reviews),"Dundas Street West, Etobicoke","5236 Dundas Street West, Etobicoke M9B","['Burger', 'Fast Food']",CA$30,[]
241,CASUAL DINING,La Bettola Di Terroni,4.1,(219 Reviews),"Victoria Street, St. Lawrence","106 Victoria Street, Toronto",['Italian'],CA$70,[]
242,CASUAL DINING,Miku,4.0,(63 Reviews),"Bay Street, Harbourfront","RBC Waterpark Place, 10 Bay Street, Unit 105, Toronto M5J 2R8 2R8",['Sushi'],CA$100,"['Super Sushi, Happy Herbivores']"
243,CASUAL DINING,O.Noir,3.4,(166 Reviews),"Church Street, Church And Wellesley","620 Church Street, Toronto M4Y 1N3","['American', 'French', 'Italian']",CA$70,['Unique Dining']
244,CASUAL DINING,Nuit Social,4.1,(56 Reviews),"Queen Street West, Beaconsfield Village","1168 Queen Street West, Toronto M6J 1J5",['Fusion'],CA$70,[]
245,CASUAL DINING,Southern Accent,4.2,(149 Reviews),"Markham Street, Palmerston","839 College Street, Toronto M6H 1A1","['Cajun', 'Southern']",CA$30,[]
246,CASUAL DINING,Avani,4.2,(200 Reviews),"Matheson Boulevard West, Mississauga","801 Matheson Boulevard, Unit 1, Mississauga L5V 2N6","['Indian', 'Hakka Chinese']",CA$55,[]
247,FINE DINING,Montecito,3.8,(98 Reviews),Entertainment District,"299 Adelaide Street West, Toronto M5V 1P7 1R2","['Fusion', 'Italian']",CA$120,[]
248,CAFÉ,Duo Patisserie & Cafe,4.7,(51 Reviews),"Commerce Valley Drive East, Thornhill","230 Commerce Valley Drive E, Thornhill L3T 7Y3","['Bakery', 'Cafe', 'Desserts']",CA$20,[]
249,CASUAL DINING,Diana's Oyster Bar And Grill,4.1,(119 Reviews),"Lawrence Avenue East, Scarborough","2105 Lawrence Avenue E, Scarborough M1R 2Z4",['Seafood'],CA$60,['Super Seafood']
250,BAR,Town Crier Pub,4.4,(149 Reviews),"Adelaide Street West, Entertainment District","115 John Street, Toronto M5V 2E2","['Bar Food', 'German', 'Belgian']",CA$65,['Craft Beer']
251,FINE DINING,La Castile,4.4,(159 Reviews),"Dundas Street East, Mississauga","2179 Dundas Street E, Mississauga L4X 1M3","['Seafood', 'Grill']",CA$160,[]
252,CASUAL DINING,Momofuku Daishō,3.2,(131 Reviews),"University Avenue, Entertainment District","Momofuku, Third Floor, 190 University Avenue, Toronto",['Asian Fusion'],CA$80,[]
253,CASUAL DINING,Soos,3.9,(55 Reviews),"Ossington Avenue, Beaconsfield Village","94 Ossington Avenue, Toronto M6J 2Z4","['Malaysian', 'Asian']",CA$55,[]
254,CASUAL DINING,Nunu,4.4,(121 Reviews),"Queen Street West, Beaconsfield Village","1178 Queen Street West, Toronto M6J 1J5","['Ethiopian', 'African']",CA$50,[]
255,FINE DINING,Sotto Sotto,4.1,(163 Reviews),"Avenue Road, The Annex","120 Avenue Road, Toronto M5R 2H4",['Italian'],CA$150,[]
256,CASUAL DINING,Vesuvio,4.2,(210 Reviews),"Dundas Street West, The Junction","3010 Dundas Street West, Toronto M6P 1Z3",['Italian'],CA$60,[]
257,DESSERT PARLOR,Ed's Real Scoop,4.6,(175 Reviews),"Queen Street East, The Beaches","2224 Queen Street East, Toronto M4E 1E9","['Ice Cream', 'Desserts']",CA$20,[]
258,CASUAL DINING,The Rosedale Diner,3.9,(170 Reviews),Rosedale,"1164 Yonge Street, Toronto M4W 2L9","['Israeli', 'Fusion', 'Burger']",CA$60,[]
259,CASUAL DINING,Ryus Noodle Bar,3.9,(96 Reviews),"Baldwin Street, Grange Park",786 Broadview Avenue M4K 2P7,['Ramen'],CA$40,['Ramen']
260,CASUAL DINING,Sushi Bong,4.2,(166 Reviews),"Northtown Way, North York","5 Northtown Way, North York","['Sushi', 'Japanese', 'Asian']",CA$40,[]
261,CASUAL DINING,Kenzo Ramen,4.1,(194 Reviews),"Dundas Street West, Discovery District","138 Dundas Street West, Toronto","['Ramen', 'Japanese']",CA$30,['Ramen']
262,QUICK BITES,The Dirty Bird,3.8,(72 Reviews),"Kensington Avenue, Kensington-Chinatown","79 Kensington Avenue, Toronto M5T2K2","['Fast Food', 'Canadian']",CA$30,[]
263,CASUAL DINING,Asian Legend,4.0,(163 Reviews),"Dundas Street West, Kensington-Chinatown","418 Dundas Street West, Toronto M5T1G7",['Northern Chinese'],CA$40,['Great Chinese']
264,CASUAL DINING,Reds Wine Tavern,3.9,(145 Reviews),"First Canadian Place, Financial District","First Canadian Place, 77 Adelaide Street West, Toronto","['Grill', 'European']",CA$70,[]
265,CASUAL DINING,The Harlem Underground,3.7,(145 Reviews),"Queen Street West, Trinity Bellwoods","745 Queen Street West, Toronto M6J","['Soul Food', 'Southern', 'Caribbean']",CA$60,[]
266,QUICK BITES,North Of Brooklyn,4.0,(93 Reviews),"Queen Street West, Trinity Bellwoods","650 1/2 Queen Street West, Toronto M6J 1E4",['Pizza'],CA$35,[]
267,CASUAL DINING,Sushi Moto,4.4,(142 Reviews),"Yonge Street, North York","4901 Yonge Street, North York M2N 5N6","['Sushi', 'Japanese', 'Asian']",CA$80,[]
268,CASUAL DINING,Touhenboku Ramen,3.4,(131 Reviews),"Queen Street West, Entertainment District","261 Queen Street West, Toronto M5V 1Z4","['Ramen', 'Japanese']",CA$40,['Ramen']
269,CASUAL DINING,Izakaya Ju,3.9,(97 Reviews),"Steeles Avenue East, Markham","J-Town, 3160 Steeles Avenue East, Markham L3R 8T3","['Sushi', 'Japanese']",CA$40,[]
270,FINE DINING,Rosewater,3.9,(135 Reviews),"Toronto Street, St. Lawrence","19 Toronto Street, Toronto","['Steak', 'Canadian']",CA$130,[]
271,CAFÉ,Dark Horse Espresso Bar,4.3,(170 Reviews),"Spadina Avenue, Fashion District","215 Spadina Avenue, Toronto M5T2C7",['Cafe'],CA$25,[]
272,CAFÉ,Balzac's Coffee Roasters,4.4,(171 Reviews),"Trinity Street, Distillery District","1 Trinity Street, Toronto",['Cafe'],CA$25,[]
