,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in
2857,CASUAL DINING,Il Tartufo,3.6,(22 Reviews),Mississauga,"7033 Telford Way, Mississauga",['Italian'],CA$80,[]
2858,CASUAL DINING,Super Choy,3.7,(28 Reviews),"Kingston Road, Scarborough","2825 Kingston Road, Scarborough M1M","['Chinese', 'Asian']",CA$30,[]
2859,QUICK BITES,The Alley,3.4,(7 Reviews),"Highway 7, Thornhill","505 Highway 7, Unit 16, Thornhill L3T 7T1","['Taiwanese', 'Desserts']",CA$10,[]
2860,CAFÉ,Starbucks,3.3,(23 Reviews),"City Centre Drive, Mississauga","Square One Shopping Centre, 100 City Centre Drive, Mississauga",['Cafe'],CA$20,[]
2861,CASUAL DINING,Sushi Style,2.8,(17 Reviews),"Dundas Street East, Garden District","80 Dundas Street East, Toronto M5B 1C9","['Sushi', 'Japanese', 'Asian']",CA$40,[]
2862,CASUAL DINING,Number One,3.8,(22 Reviews),"Pape Avenue, Pape Village","897 Pape Avenue, Toronto","['Chinese', 'Asian']",CA$30,[]
2863,CASUAL DINING,Boku,3.1,(9 Reviews),Distillery District,"42 Gristmill Lane, Toronto M5A 3C4",['Sushi'],CA$70,[]
2864,CASUAL DINING,Bigman's Family Dining,3.6,(25 Reviews),"Bayview Avenue, Davisville Village","1528 Bayview Avenue, Toronto",['Pizza'],CA$40,[]
2865,QUICK BITES,Freddy's Kitchen,3.7,(15 Reviews),"Hurontario Street, Mississauga","2515 Hurontario Street, Mississauga L5A 2G4",['Caribbean'],CA$25,[]
2866,CASUAL DINING,Chef Sanjeev Kapoor's Khazana - Milton,3.4,(16 Reviews),Milton,"1185 Maple Avenue, Milton L9T 0A5",['Indian'],CA$30,[]
2867,CAFÉ,The Big Guy's Little Coffee Shop,3.2,(21 Reviews),"Lake Shore Boulevard West, Etobicoke","2861 Lake Shore Boulevard, Etobicoke M8V 1H8","['Cafe', 'Coffee and Tea']",CA$15,[]
2868,CASUAL DINING,Dickens Cafe,3.5,(11 Reviews),"Leslie Street, Richmond Hill","Richlane Mall, 9425 Leslie Street, Richmond Hill",['Hong Kong Style'],CA$35,[]
2869,CASUAL DINING,The Rose & Crown,3.9,(26 Reviews),"Yonge Street, Yonge & Eglinton","2335 Yonge Street, Toronto","['Bar Food', 'American']",CA$60,[]
2870,DESSERT PARLOR,Snow Time,3.2,(8 Reviews),"Midland Avenue, Scarborough","3290 Midland Avenue, Unit 110, Toronto M1V 4W8",['Desserts'],CA$10,[]
2871,CASUAL DINING,Lucky,3.4,(17 Reviews),"Lawrence Avenue East, Scarborough","2650 Lawrence Avenue E, Scarborough M1P 2S1","['Hakka Chinese', 'Asian']",CA$30,[]
2872,QUICK BITES,Costa Verde,3.9,(22 Reviews),"Oakwood Avenue, Forest Hill","370 Oakwood Avenue, Toronto M6E 2W3","['Grill', 'Portuguese']",CA$35,[]
2873,QUICK BITES,Sakura,3.1,(14 Reviews),"Warden Avenue, Markham","7010 Warden Avenue, Markham","['Japanese', 'Sushi']",CA$25,[]
2874,CAFÉ,Pascal's Baguette & Bagels,3.9,(22 Reviews),"Dundas Street West, The Junction","2904 Dundas Street West, Toronto M6P 1Y8","['Cafe', 'Bakery']",CA$25,[]
2875,QUICK BITES,Viva Burritos,3.9,(25 Reviews),"Centre Street North, Oshawa","12 centre Street North, Oshawa L1G 1A5",['Mexican'],CA$20,[]
2876,CASUAL DINING,Pho Saigon,3.7,(22 Reviews),Newmarket,"16925 Yonge Street, Newmarket",['Vietnamese'],CA$25,[]
2877,CASUAL DINING,Nijo Sushi,3.8,(25 Reviews),"Bloor Street East, Cabbagetown","Greenwin Square Mall, 345 Bloor Street East, Toronto M4W 3J6","['Sushi', 'Japanese', 'Asian']",CA$50,[]
2878,QUICK BITES,New India Sweets & Tandoori Restaurant,3.7,(13 Reviews),"Britannia Road West, Mississauga","1201 Britannia Road West, Mississauga L5V 1N2",['Indian'],CA$25,[]
2879,BAR,Macho Tex Mex Radio Bar,2.8,(10 Reviews),Fort York,92 Fort York Boulevard M5V 4A7,['Tex-Mex'],CA$45,[]
2880,FOOD COURT,Milo's Pita,3.5,(18 Reviews),"Dundas Street West, Downtown Yonge","10 Dundas East, L3, Toronto M5B 2G9","['Fast Food', 'Lebanese', 'Mediterranean']",CA$25,[]
2881,QUICK BITES,Jopapas Pizza & Wings,3.8,(15 Reviews),Park Royal Plaza Mississauga,"2425 Truscott Drive, Mississauga","['Fast Food', 'Pizza']",CA$15,[]
2882,DESSERT PARLOR,Sweet Bliss,3.6,(24 Reviews),"Queen Street East, Leslieville","1304 Queen Street East, Toronto M4L1C4",['Desserts'],CA$15,[]
2883,FINE DINING,Celli's Osteria,3.6,(17 Reviews),"Brant Street, Burlington","421 Brant Street, Burlington L7R2G3",['Italian'],CA$80,[]
2884,BAKERY,Baker and Scone,3.3,(12 Reviews),"6 Humewood Drive, Forest Hill","693 St. Clair Avenue West, Toronto","['Bakery', 'Cafe', 'Desserts']",CA$25,[]
2885,FOOD COURT,Soup Nutsy,3.7,(24 Reviews),The PATH,"Metro Centre, 200 Wellington Street West, The PATH, Toronto M5V 3C7","['Healthy Food', 'Canadian']",CA$25,[]
2886,CASUAL DINING,Sakura Sushi,3.4,(16 Reviews),"Kingston Road, Pickering","1550 Kingston Road, Pickering","['Sushi', 'Japanese', 'Asian']",CA$35,[]
2887,CASUAL DINING,Sushi Date,3.3,(26 Reviews),"King Street East, Caledon","18 King Street East, Caledon","['Japanese', 'Sushi', 'Asian']",CA$80,[]
2888,QUICK BITES,Chat Hut,3.4,(13 Reviews),"Airport Road, Mississauga","7106 Airport Road, Mississauga L4T 2G8",['Indian'],CA$15,[]
2889,CASUAL DINING,Flaming Bull,2.9,(4 Reviews),The Annex,378 Bloor Street West,"['Asian Fusion', 'Chinese', 'Taiwanese']",CA$130,[]
2890,CAFÉ,Toronto Coffee and Tea House,3.4,(22 Reviews),"Lansdowne Avenue, Wallace-Emerson","685 Lansdowne Avenue, Toronto","['Cafe', 'Tea']",CA$25,[]
2891,CASUAL DINING,Oniwa,3.0,(26 Reviews),"King Street West, Entertainment District","214 King Street West, Toronto M5H 3S6","['Sushi', 'Japanese']",CA$40,[]
2892,CASUAL DINING,Eastern Sense,3.8,(19 Reviews),"Marycroft Avenue, Woodbridge","200 Marycroft Avenue, Vaughan","['Chinese', 'Asian']",CA$45,[]
2893,CASUAL DINING,Good Lake,3.5,(15 Reviews),"Lake Shore Boulevard West, Etobicoke","2976 Lake Shore Boulevard West, Etobicoke M8V 1J9",['Canadian'],CA$80,[]
2894,BAKERY,La Novita Bakery,3.8,(10 Reviews),"John Street, Mississauga","25 John Street, Mississauga L5A 1Y5","['Bakery', 'Cafe']",CA$10,[]
2895,CASUAL DINING,Sichuan Garden,3.3,(21 Reviews),"Spadina Avenue, Grange Park","359 Spadina Avenue, Toronto M5T 2G3",['Sichuan'],CA$30,[]
2896,CASUAL DINING,Martin's BBQ Chicken,3.6,(17 Reviews),"Main Street North, Brampton",389 Main Street N L6X 3P1,"['Portuguese', 'Italian']",CA$40,[]
2897,CASUAL DINING,Kitchen M,2.9,(7 Reviews),"Mccowan Road, Markham","8515 McCowan Road, Markham L3P 5E5","['Hong Kong Style', 'Chinese', 'Asian']",CA$25,[]
2898,CASUAL DINING,Choy's Chinese Restaurant,3.9,(26 Reviews),"Guelph Street, Halton Hills","118 Guelph Street, Halton Hills L7G","['Asian', 'Chinese']",CA$25,[]
2899,QUICK BITES,Willy's Caribbean Cuisine,3.1,(15 Reviews),"Dundas Street West, Mississauga","3024 Hurontario Street, Mississauga",['Caribbean'],CA$30,[]
2900,CASUAL DINING,Hatam,3.1,(20 Reviews),"Yonge Street, Richmond Hill","10158 Yonge Street, Richmond Hill","['Middle Eastern', 'Iranian']",CA$35,[]
2901,BAKERY,Crown Pastries,3.9,(6 Reviews),"Lawrence Avenue East, Scarborough","Wexford Heights Plaza, 2086 Lawrence Avenue East, Scarborough M1R 2Z5","['Desserts', 'Bakery']",CA$10,[]
2902,QUICK BITES,Sprouts,3.6,(16 Reviews),"Derry Road West, Mississauga","6956 Financial Drive, Mississauga L5N 8J4",['Healthy Food'],CA$25,[]
2903,BAKERY,Mashion Bakery,3.6,(17 Reviews),Kensington-Chinatown,"345 Spadina Avenue, Toronto M5T2G3","['Bakery', 'Chinese']",CA$10,['Sweet Tooth']
2904,QUICK BITES,Sweet Mahal,3.5,(17 Reviews),"Rexdale Boulevard, Etobicoke","680 Rexdale Boulevard, Etobicoke M9W 0B5","['Indian', 'Desserts']",CA$30,[]
2905,QUICK BITES,Sam's Shawarma & Donair,3.4,(23 Reviews),"Kipling Avenue, Etobicoke","1910 Kipling Avenue, Toronto M9W 4J1",['Middle Eastern'],CA$15,[]
2906,QUICK BITES,Daddy's Jerk,3.5,(22 Reviews),"Steeles Avenue West, Brampton","545 Steeles Avenue W, Unit 15, Brampton L6Y 4E7",['Caribbean'],CA$20,[]
2907,CASUAL DINING,Lowville Bistro,2.8,(22 Reviews),Burlington,"6179 Guelph Line, Burlington L9T2X6","['European', 'Italian']",CA$50,[]
2908,CASUAL DINING,Hokkaido Sushi,3.0,(20 Reviews),"Eglinton Avenue East, Davisville Village","245 Eglinton Avenue East, Toronto M4P 3B7","['Sushi', 'Japanese', 'Asian']",CA$40,[]
2909,CASUAL DINING,Bistro 238,3.8,(18 Reviews),Clarington,"1413 King Street, Oshawa",['Canadian'],CA$80,[]
2910,CASUAL DINING,Valley Fields Restaurant,3.7,(22 Reviews),North York,"1222 Lawrence Avenue East, North York M3A 1C3","['Mediterranean', 'Greek', 'Breakfast']",CA$30,[]
2911,BAKERY,Home Baking Co.,3.6,(19 Reviews),"Bloor Street West, Wallace-Emerson","1242 Bloor Street West, Toronto","['Bakery', 'Desserts']",CA$20,[]
2912,QUICK BITES,Pizza Shab,3.5,(12 Reviews),"Byng Avenue, North York","3 Byng Avenue, North York",['Pizza'],CA$15,[]
2913,FOOD COURT,TabaQ,3.6,(17 Reviews),"Shepard Avenue, Mississauga","Newin Centre, Food Court, 2580 Shepard Avenue L5A 4K3",['North Indian'],CA$30,[]
2914,DESSERT PARLOR,Wafflian,3.1,(11 Reviews),"Village by the Grange, Grange Park","Village by the Grange, 109 McCaul Street, Unit 28B, Toronto M5T 3K5","['Desserts', 'Cafe']",CA$25,[]
2915,CASUAL DINING,Tasty Delight Fusion Cuisine,3.0,(11 Reviews),"Ravel Road, North York","Finch & Leslie Square, 149B Ravel Road, North York M2H 1T1","['Hong Kong Style', 'Chinese', 'Asian']",CA$25,[]
2916,QUICK BITES,Xpress BBQ,3.9,(16 Reviews),"Innovation Drive, Woodbridge","40 Innovation Dr, Vaughan","['Portuguese', 'Grill']",CA$25,[]
2917,CASUAL DINING,Francobollo Posto Italino,3.4,(13 Reviews),"Avenue Road, North York",1959 Avenue Road M5M 2M5,['Italian'],CA$55,[]
2918,CASUAL DINING,Trattoria Re Di Napoli,3.6,(10 Reviews),"Weston Road, Woodbridge","8787 Weston Road, Vaughan",['Italian'],CA$60,[]
2919,QUICK BITES,Revitasize - Cold Pressed Juices,3.6,(11 Reviews),"Yorkville Avenue, Yorkville","70 Yorkville Avenue, Toronto M5R 1B9","['Healthy Food', 'Juices']",CA$25,[]
2920,QUICK BITES,Malt N Salt Fish & Chips,3.7,(22 Reviews),"750 Oklahoma Drive, Pickering","750 Oklahoma Drive, Unit 8, Pickering",['Fish and Chips'],CA$35,[]
2921,CASUAL DINING,Hakka Fusion,3.1,(19 Reviews),"Brock Road, Pickering","1670 Kingston Road, Pickering","['Hakka Chinese', 'Asian']",CA$35,[]
2922,CASUAL DINING,Barnsteiner's,3.0,(9 Reviews),Yonge & St. Clair,1 Balmoral Avenue M4V 3B9,['European'],CA$100,[]
2923,CASUAL DINING,Happy Sushi,3.2,(21 Reviews),"Danforth Avenue, East Danforth","2143 Danforth Avenue, Toronto M4C 1K2","['Sushi', 'Japanese', 'Asian']",CA$30,[]
2924,BAKERY,Alice Bakery,3.9,(18 Reviews),"Yonge Street, Richmond Hill","13461 Yonge Street, Richmond Hill",['Bakery'],CA$25,[]
2925,QUICK BITES,Licken Chicken,3.5,(17 Reviews),"Danforth Avenue, The Danforth","1028 Danforth Avenue, Toronto",['Fast Food'],CA$20,[]
2926,CASUAL DINING,Rick's Cookhouse,3.3,(5 Reviews),Newmarket,"540 Davis Drive, Newmarket","['BBQ', 'Burger']",CA$43,[]
2927,QUICK BITES,Queen's Fish & Chips,3.9,(18 Reviews),"Queen Street South, Mississauga","131 Queen Street South, Mississauga L5M 1K9","['Fish and Chips', 'Fast Food']",CA$25,[]
2928,BAKERY,Petite Thuet,3.3,(15 Reviews),"Yonge Street, Summerhill","1162 Yonge Street, Toronto M4W 2L9","['Desserts', 'Bakery', 'Patisserie']",CA$20,[]
2929,QUICK BITES,Pizza Flora,3.6,(20 Reviews),Roncesvalles Village,"167 Roncesvalles Avenue, Toronto M6R 2L3","['Pizza', 'Fast Food']",CA$30,[]
2930,FINE DINING,Terrace on the Green,3.4,(16 Reviews),Brampton,"8672 Mississauga Road, Brampton L6Y 0C4",['Canadian'],CA$125,[]
2931,FOOD COURT,Ruby Thai,2.7,(21 Reviews),"Yonge Street, Downtown Yonge","Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2L9",['Thai'],CA$25,[]
2932,QUICK BITES,George's Pizza And Panzerotto,3.8,(16 Reviews),"Dundas Street East, Regent Park","252 Dundas Street East, Toronto M5A 1Z8","['Pizza', 'Fast Food']",CA$30,[]
2933,QUICK BITES,El Gordo,3.6,(16 Reviews),"Augusta Avenue, Kensington-Chinatown","214 Augusta Avenue, Toronto M5T 2L8",['Latin American'],CA$15,[]
2934,CAFÉ,Hula Girl,3.1,(24 Reviews),"Dundas Street West, West Bend","2473 Dundas Street West, Toronto M6P 1W9",['Cafe'],CA$20,[]
2935,BAR,Boar N Wing,2.9,(20 Reviews),Woodbridge,"40 Innovation Drive, Woodbridge",['Bar Food'],CA$60,[]
2936,CASUAL DINING,Second Bowl,3.6,(21 Reviews),Newmarket,"17725 Yonge Street, Newmarket","['Thai', 'Vietnamese', 'Asian']",CA$13,[]
2937,BAKERY,Ding Dong Pastries & Cafe,3.5,(22 Reviews),"Spadina Avenue, Grange Park","321 Spadina Avenue, Toronto M5T2E9","['Bakery', 'Chinese']",CA$10,[]
2938,FOOD COURT,Liberty Noodle,2.5,(25 Reviews),"Yonge Street, Downtown Yonge","Eaton Centre, Urban Eatery, 220 Yonge Street, Toronto M5B 2H1","['Japanese', 'Asian', 'Fast Food']",CA$20,[]
2939,DESSERT PARLOR,Chocolateria,3.5,(13 Reviews),"Roncesvalles Avenue, Roncesvalles Village","361 Roncesvalles Avenue, Toronto M6R 2M8",['Desserts'],CA$10,[]
2940,CASUAL DINING,That's Italian Express,3.4,(23 Reviews),"Yonge Street, Richmond Hill","10447 Yonge Street, Richmond Hill L4C 3C2",['Italian'],CA$40,[]
2941,BAR,Get Well,3.3,(15 Reviews),"Dundas Street West, Beaconsfield Village","1181 Dundas Street West, Toronto M6H 1Y3",['Drinks Only'],CA$35,['Hipster Hangouts']
2942,BAKERY,Oh So Sweet,3.1,(17 Reviews),"Weston Road, Woodbridge","8099 Weston Road, Woodbridge","['Coffee and Tea', 'Desserts']",CA$15,[]
2943,CASUAL DINING,House of Buddha Restaurant,3.9,(27 Reviews),"Main Street South, Halton Hills","53 Main Street South, Halton Hills L7G 3G2",['Chinese'],CA$40,[]
2944,DESSERT PARLOR,Cake Royale,3.5,(12 Reviews),"Queen Street South, Mississauga","168 Queen Street South, Mississauga L5M 1K8","['Desserts', 'Cafe']",CA$20,[]
2945,QUICK BITES,Portland Jerk,3.3,(17 Reviews),"Torbram Road, Brampton","9025 Torbram Road, Brampton L6S 3L2",['Caribbean'],CA$25,[]
2946,CASUAL DINING,Roc'n Doc's,3.1,(25 Reviews),"Lakeshore Road East, Mississauga","105 Lakeshore Road East, Mississauga L5G 1E2","['Bar Food', 'Grill', 'Burger']",CA$70,[]
2947,DESSERT PARLOR,Yogurty's,3.6,(16 Reviews),"Bloor Street West, Seaton Village","527 Bloor Street West, Toronto","['Frozen Yogurt', 'Desserts']",CA$15,[]
2948,CASUAL DINING,The Moose and Barrel,2.7,(19 Reviews),"Lebovic Avenue, Scarborough",16 Lebovic Avenue,['Bar Food'],CA$50,[]
2949,QUICK BITES,Panda Express,3.3,(12 Reviews),"Heartland Town Centre, Mississauga","Heartland Town Centre, 5985 Mavis Road, Mississauga L5R 3V6",['Chinese'],CA$30,[]
2950,CASUAL DINING,Campo,3.8,(15 Reviews),"Jane Street, York","244 Jane Street, Toronto M6S 3Z1","['Italian', 'Spanish']",CA$80,[]
2951,DESSERT PARLOR,Soban Cafe,3.5,(8 Reviews),"Yonge Street, North York","5600 Yonge Street, Second Floor, North York M2N 5S2","['Cafe', 'Desserts']",CA$25,[]
2952,CAFÉ,Akropolis Pastries,3.6,(20 Reviews),"Danforth Avenue, The Danforth","708 Danforth Avenue, Toronto M4J 1L1","['Cafe', 'Greek', 'Bakery']",CA$25,[]
2953,CASUAL DINING,Kingston Chinese Restaurant,3.8,(24 Reviews),"Kingston Road, The Beaches","955 Kingston Road, Toronto M4E 1S8","['Chinese', 'Asian']",CA$35,[]
2954,CASUAL DINING,Jake's Boathouse,3.4,(20 Reviews),Brampton,"59 First Gulf Boulevard, Brampton L6W 4P9",['American'],CA$45,[]
2955,CASUAL DINING,New China Garden,3.7,(17 Reviews),"County Court Boulevard, Brampton",200 County Court Boulevard L6W 4L2,"['Chinese', 'Hakka Chinese']",CA$45,[]
2956,CASUAL DINING,Frascati,3.2,(24 Reviews),Downtown Yonge,"13 Elm Street, Toronto M5G 1H1",['Italian'],CA$80,[]
2957,CASUAL DINING,Veghed,3.6,(6 Reviews),"Dundas Street West, Little Italy","1199 Dundas Street West, Toronto","['Healthy Food', 'Juices', 'Vegetarian']",CA$25,[]
2958,CASUAL DINING,Afghan Kebob,2.7,(18 Reviews),"Burnhamthorpe Road West, Mississauga","780 Burnhamthorpe Road West, Mississauga L5C 2R9","['Kebab', 'Middle Eastern', 'Afghan']",CA$40,[]
2959,BEVERAGE SHOP,Tea Shop 168,3.3,(16 Reviews),"Yonge Street, North York","5193 Yonge Street, North York","['Bubble Tea', 'Taiwanese', 'Beverages']",CA$25,[]
2960,CASUAL DINING,Swagruhas,3.7,(20 Reviews),Mississauga,"2970 Drew Road, Mississauga L4T 0A1",['Indian'],CA$30,[]
2961,CASUAL DINING,Pinky's Ca Phe,3.2,(9 Reviews),Little Italy,"53 Clinton St, Toronto M6G 2Y4",['Vietnamese'],CA$50,[]
2962,QUICK BITES,Vatica,3.6,(12 Reviews),"Sheppard Avenue East, North York","2018 Sheppard Avenue East, Unit 4, Toronto M2J 5B3",['Indian'],CA$20,[]
2963,QUICK BITES,The House Of Pizzeria,3.2,(4 Reviews),Pickering,"2062 Liverpool Road, Pickering","['Pizza', 'Fast Food']",CA$25,[]
2964,CASUAL DINING,Small Rooms,3.4,(20 Reviews),"Finch Avenue West, North York","1181 Finch Avenue West, North York M3J 2V8","['Steak', 'Seafood']",CA$55,[]
2965,QUICK BITES,Pita Pit,3.4,(18 Reviews),"Kennedy Road, Scarborough","1975 Kennedy Road, Scarborough M1P 2M1",['Healthy Food'],CA$25,[]
2966,BEVERAGE SHOP,Bubble Kitea,3.7,(13 Reviews),"Dundas Street West, Mississauga","1960 Dundas Street West, Mississauga L5K 2R9",['Bubble Tea'],CA$15,[]
2967,CASUAL DINING,Firangi by Host,3.4,(15 Reviews),"Queen Street East, Brampton","2880 Queen Street E, Brampton L6S 6H4",['Indian'],CA$40,[]
2968,CASUAL DINING,Shepherd's Crook,3.5,(24 Reviews),"Main Street South, Halton Hills","86 Main Street South, Halton Hills L7G",['Bar Food'],CA$43,[]
2969,CASUAL DINING,Kori Sushi,3.2,(7 Reviews),"Bayview Avenue, North York","The Bayview Mall, 3307 Bayview Avenue, North York M2K 1G4","['Sushi', 'Japanese', 'Korean', 'Asian']",CA$30,[]
2970,FOOD COURT,Mos Mos,3.7,(13 Reviews),The PATH,"Commerce Court, 25 King Street West, The PATH, Toronto M5L 2A1",['Cafe'],CA$15,[]
2971,CASUAL DINING,Bijoy's Restaurant,3.9,(23 Reviews),Aurora,"42 Temperance Street, Aurora",['Canadian'],CA$80,[]
2972,QUICK BITES,ShiShawarma,3.8,(23 Reviews),Downtown Yonge,"599 Yonge Street, Toronto M4Y 1Z4","['Fast Food', 'Middle Eastern']",CA$25,[]
2973,CASUAL DINING,Mickele's Bistro - Best Western Plus Travel Hotel...,3.7,(24 Reviews),"Eglinton Avenue West, Mississauga","Best Western Plus Travel Hotel Toronto Airport, 5503 Eglinton Avenue West, Mississauga M9C 5K5","['Pizza', 'Italian']",CA$100,[]
2974,QUICK BITES,Nasib's Quality,3.5,(21 Reviews),"Lawrence Avenue East, Scarborough",1867 Lawrence Avenue East,"['Lebanese', 'Middle Eastern']",CA$20,[]
2975,FINE DINING,Citrus - The Grand Hotel & Suites,3.5,(22 Reviews),"Jarvis Street, Garden District","The Grand Hotel & Suites, 225 Jarvis Street, Toronto M5B 2C1","['Sushi', 'Asian Fusion', 'French']",CA$140,[]
2976,CASUAL DINING,Elegant Chinese Cuisine,3.2,(20 Reviews),"Ontario 7, Markham","5328 Highway 7 East, Unit 4, Markham","['Chinese', 'Asian']",CA$30,[]
2977,QUICK BITES,Pita Q,3.3,(20 Reviews),"Spadina Avenue, Harbord Village","750 Spadina Avenue, Toronto",['Middle Eastern'],CA$20,[]
2978,CASUAL DINING,Sunnyside Grill,3.5,(26 Reviews),"Lakeshore Road East, Oakville","337 Lakeshore Road East, Oakville","['Canadian', 'Burger']",CA$35,[]
2979,CASUAL DINING,Villa Sorrento,3.9,(22 Reviews),Mississauga,"1149 Lakeshore Road East, Mississauga L5E 2M5",['Italian'],CA$45,[]
2980,QUICK BITES,Palma Pasta,3.9,(14 Reviews),Mississauga,"3475 Semenyk Court, Mississauga",['Italian'],CA$25,[]
2981,CASUAL DINING,Goldsor Restaurant,2.9,(16 Reviews),"Highway 7, Richmond Hill","Times Square, 550 Highway 7 East, Unit 68-69, Richmond Hill","['Hong Kong Style', 'Chinese', 'Asian']",CA$25,[]
2982,QUICK BITES,Pita Land,3.7,(25 Reviews),"Gerrard Street East, Garden District","102 Gerrard Street East, Toronto",['Middle Eastern'],CA$30,[]
2983,BAR,Bar With No Name,3.5,(13 Reviews),"Bloor Street West, Roncesvalles Village","1651 Bloor Street West, Toronto M6P 1A6",['Bar Food'],CA$35,[]
2984,QUICK BITES,Gyros Place,3.7,(8 Reviews),"Matheson Boulevard East, Mississauga",1350 Matheson Boulevard East L4W 4M1,"['Mediterranean', 'Greek']",CA$25,[]
2985,CASUAL DINING,Montgomery's Restaurant,3.2,(5 Reviews),"Queen Street West, Trinity Bellwoods","996 Queen Street W, Toronto M6J 1H1",['Canadian'],CA$70,[]
2986,DESSERT PARLOR,Scoop Shop by Sweet Sammies,3.4,(6 Reviews),"Dundas Street West, Trinity Bellwoods","808 Dundas Street West, Toronto M6J 1V3","['Ice Cream', 'Desserts']",CA$15,[]
2987,CASUAL DINING,Masseria,3.3,(6 Reviews),"King Street West, Fashion District","577 King Street West, Toronto M5V 1M1",['Italian'],CA$25,[]
2988,CASUAL DINING,Oriental Taste,3.6,(22 Reviews),"Queen Street East, St. Lawrence","329 Queen Street East, Toronto M5A 1S9","['Sushi', 'Japanese', 'Chinese', 'Asian']",CA$45,[]
2989,QUICK BITES,Wok Terminal,3.7,(30 Reviews),"The Queensway, Etobicoke","156 The Queensway, Etobicoke M8Y 1J2",['Chinese'],CA$25,[]
2990,QUICK BITES,Dragon Gem,3.9,(23 Reviews),"Whites Road North, Pickering","Amberlea Shopping Centre, 1822 Whites Road, Unit 19, Pickering","['Chinese', 'Asian']",CA$30,[]
2991,CASUAL DINING,Pupuseria Salvadoreña,3.2,(10 Reviews),"Finch Avenue West, North York","2459 Finch Avenue West, North York",['Latin American'],CA$30,[]
2992,FOOD COURT,House of Pepper,3.6,(13 Reviews),"South Gateway Road, Mississauga","Dixie Park Centre, 1550 South Gateway Road, Mississauga","['Chinese', 'Asian']",CA$20,[]
2993,CASUAL DINING,Milos Greek Restaurant,2.9,(24 Reviews),"Kingston Road, Pickering","1450 Kingston Road, Pickering","['Greek', 'Mediterranean']",CA$35,[]
2994,CASUAL DINING,The Courtyard,2.9,(23 Reviews),Clarington,"1437 King Street East, Oshawa","['Indian', 'Italian', 'Bar Food']",CA$45,[]
2995,CASUAL DINING,Bowl Kee,3.1,(21 Reviews),"Kennedy Road, Markham","New Kennedy Square, 8360 Kennedy Road, Markham L3R 9W4","['Cantonese', 'Chinese', 'Asian']",CA$25,[]
2996,CASUAL DINING,Mi Pueblo,3.3,(21 Reviews),North York,"20 Bradstock Road, North York","['Latin American', 'Salvadorean']",CA$30,[]
2997,QUICK BITES,Wei's Taiwanese Food,2.9,(9 Reviews),"Birchmount Road, Scarborough","Huntingwood Square, 2578 Birchmount Road, Scarborough M1T 2M5","['Taiwanese', 'Asian']",CA$15,[]
2998,CASUAL DINING,Maxim,2.6,(23 Reviews),"Bayview Avenue, Richmond Hill","9665 Bayview Avenue, Richmond Hill L4C 9V4","['European', 'Bakery', 'Desserts']",CA$50,[]
2999,CASUAL DINING,Apkujung,3.6,(8 Reviews),"Yonge Street, North York","6309 Yonge Street, North York","['Korean', 'Asian']",CA$40,[]
3000,CASUAL DINING,The Great Maratha Indian Curries and Sizzlers,3.7,(9 Reviews),"Eglinton Avenue West, Forest Hill","965 Eglinton Avenue West, Toronto M6C 2C4","['Indian', 'Pakistani']",CA$25,[]
3001,CASUAL DINING,Guru's Chinese Cuisine,3.4,(20 Reviews),"The Gore Road, Brampton","8917 The Gore Road, Brampton L6P 0B7","['Chinese', 'Indian', 'Hakka Chinese']",CA$25,[]
3002,QUICK BITES,Chopstix And Rice,3.8,(19 Reviews),"Bayview Avenue, Richmond Hill","9665 Bayview Avenue, Richmond Hill L4C 9V4",['Chinese'],CA$35,[]
3003,CASUAL DINING,Aztec's Mine,3.3,(12 Reviews),"Bloor Street West, Bloor West Village","1986 Bloor Street West, Toronto M6P 3K9",['Mexican'],CA$35,[]
3004,DESSERT PARLOR,The Cups,3.5,(8 Reviews),"Glen Cameron Road, Thornhill","5 Glen Cameron Road, Unit 25B, Thornhill L3T","['Desserts', 'Bakery']",CA$10,[]
3005,QUICK BITES,Mr. Pizza,3.5,(21 Reviews),Harbourfront,"16 Yonge Street, Unit C, Toronto","['Pizza', 'Italian']",CA$30,[]
3006,CAFÉ,Arabesque,3.7,(19 Reviews),"1068 College, Dufferin Grove","1068 College Street, Toronto M6H 1A5","['Cafe', 'Middle Eastern']",CA$25,[]
3007,CASUAL DINING,The Old Nick,3.9,(30 Reviews),"Danforth Avenue, The Danforth","123 Danforth Avenue, Toronto M4K 1N2",['Bar Food'],CA$40,[]
3008,CASUAL DINING,Le Chinois,3.5,(24 Reviews),Burlington,"1250 Brant Street, Burlington L7P",['Chinese'],CA$40,[]
3009,QUICK BITES,Tacorrito,2.8,(15 Reviews),"Church Street, Church And Wellesley","556 Church Street, Toronto M4Y 2E3","['Fast Food', 'Mexican']",CA$20,[]
3010,CASUAL DINING,Perla,3.8,(17 Reviews),"College Street, Little Italy","539 College Street, Toronto M6G 1A9",['Portuguese'],CA$45,[]
3011,QUICK BITES,Mister Laffa,3.4,(21 Reviews),Thornhill,"9001 Dufferin Street, Thornhill",['Middle Eastern'],CA$20,[]
3012,DESSERT PARLOR,Cheese Garden,3.5,(8 Reviews),North York,"5291 Yonge Street, Toronto M2N 5R3",['Desserts'],CA$15,[]
