,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,Lat,Lng,Google Addresses,Postal Codes,Cluster
4589,CAFÉ,Grinder Coffee,3.7,9,"Main Street, The Beaches","126 Main Street, Toronto M4E 2V8",Cafe,25,43.6829537,-79.29992159999998,"126 Main St, Toronto, ON M4E 2V8, Canada",M4E,6
4590,CASUAL DINING,Vinchandra,3.2,6,Scarborough,"795 Markham Road, Scarborough M1H 2Y1",Indian,35,43.767107,-79.2276811,"795 Markham Rd, Scarborough, ON M1H 2Y2, Canada",M1H,10
4591,CAFÉ,Shirley's First Break,3.3,4,"Carlaw Avenue, Leslieville","284 Carlaw Avenue, Toronto M4M3L1","Canadian, Cafe",25,43.6635048,-79.34122559999999,"284 Carlaw Ave, Toronto, ON M4M 3L1, Canada",M4M,9
4592,CASUAL DINING,Sunset Gardens Restaurant and Bar,2.7,5,"619 Kingston Rd West, Ajax","619 Kingston Road West, Ajax","Caribbean, Chinese, Indian",45,43.85377379999999,-79.0564998,"619 Kingston Rd W, Ajax, ON L1S 6L9, Canada",L1S,13
4593,CASUAL DINING,Southern China Restaurant,3.3,5,"Kennedy Road, Scarborough","448 Kennedy Road, Scarborough","Chinese, Asian",30,43.7152742,-79.26142999999998,"448 Kennedy Rd, Scarborough, ON M1K 2A8, Canada",M1K,2
4594,CAFÉ,Cabin Fever,3.3,4,"Bloor Street West, West Bend","1669 Bloor Street West, Toronto M6P 1A6","Cafe, Sandwich",25,43.655225200000004,-79.45655959999998,"1669 Bloor St W, Toronto, ON M6P 1A6, Canada",M6P,6
4595,BAKERY,Chinese Bakery,3.3,4,"Dundas Street West, Kensington-Chinatown","433 Dundas Street West, Toronto M5T 1G6","Bakery, Chinese",10,43.6532965,-79.39557839999998,"433 Dundas St W, Toronto, ON M5T 1G6, Canada",M5T,0
4596,CASUAL DINING,Wok With Yu,3.1,6,"Steeles Avenue West, Woodbridge","4000 Steeles Avenue West, Vaughan","Hakka Chinese, Thai, Asian",35,43.7700101,-79.5508607,"4000 Steeles Ave W, Woodbridge, ON L4L 4V9, Canada",L4L,2
4597,CASUAL DINING,Miss Pho Restaurant,3.3,4,"Steeles Avenue West, Woodbridge","4040 Steeles Avenue West, Unit 17, Vaughan L4L 4Y5","Vietnamese, Chinese, Asian",30,43.769479200000006,-79.55393409999998,"17-4040 Steeles Ave W, Woodbridge, ON L4L 4Y5, Canada",L4L,13
4598,CAFÉ,Arvo Coffee,3.5,6,"Distillery Lane, Distillery District","17 Gristmill Lane, Toronto M5A 3C4","Cafe, Coffee and Tea",15,43.6499059,-79.3611954,"17 Gristmill Lane, Toronto, ON M5A 3C4, Canada",M5A,6
4599,BAKERY,Cup of Tea Bakery & Cafe,3.8,8,Whitby,"25 Thickson Road North, Whitby L1N","Bakery, Cafe",10,43.8884439,-78.9128116,"25 Thickson Road North, Whitby, ON L1N 8W8, Canada",L1N,0
4600,QUICK BITES,Pizza Pros,2.9,6,Brampton,"9886 Torbram Road, Brampton","Pizza, Fast Food",25,43.7492738,-79.7278501,"9886 Torbram Rd, Brampton, ON L6S 3L9, Canada",L6S,5
4601,QUICK BITES,China Taste,3.4,6,"Dundas Street, Burlington","3650 Dundas Street, Burlington",Chinese,25,43.3912872,-79.82385,"3650 Dundas St, Burlington, ON L7M 4B8, Canada",L7M,8
4603,QUICK BITES,Eat Canteen,3.0,9,"Wellington Street West, Financial District","TD West Tower, 100 Wellington Street West, The PATH, Toronto",Asian,25,43.647707700000005,-79.3816976,"66 Wellington St W, Toronto, ON M5K 1A1, Canada",M5K,8
4604,CASUAL DINING,Ming City,3.7,7,"Eglinton Avenue West, York","1662 Eglinton Avenue West, Toronto","Chinese, Asian",30,43.69699809999999,-79.4448434,"1662 Eglinton Ave W, York, ON M6E 2H2, Canada",M6E,2
4605,CASUAL DINING,Quest Restaurant & Bar - Hilton Mississauga/Meadowvale,3.6,8,Mississauga,"Hilton Mississauga/Meadowvale Hotel, 6750 Mississauga Road, Mississauga",Grill,60,43.601602899999996,-79.742216,"6750 Mississauga Rd, Mississauga, ON L5N 2L3, Canada",L5N,8
4606,CAFÉ,Covernotes,2.8,11,Newmarket,222 Main Street,"Canadian, Cafe",15,49.282543100000005,-123.09896459999999,"222 Main St, Vancouver, BC V6A, Canada",V6A,9
4607,BAR,The Boat,3.1,10,"Augusta Avenue, Kensington-Chinatown","158 Augusta Avenue, Toronto M5T2L5",Bar Food,40,43.652942100000004,-79.40152230000002,"158 Augusta Ave, Toronto, ON M5T 2L5, Canada",M5T,7
4608,BAR,Church On Church,3.4,9,"Church Street, Church And Wellesley","504 Church Street, Toronto M4Y2C8",Bar Food,60,43.6640458,-79.38050969999998,"504 Church St, Toronto, ON M4Y 2C8, Canada",M4Y,7
4609,CASUAL DINING,Travel the World Cafe & Bistro,3.0,6,Ajax,"1801 Harwood Avenue North, Ajax L1T 0K8","American, Desserts",60,43.8908978,-79.03757890000001,"1801 Harwood Ave N, Ajax, ON L1T 0K8, Canada",L1T,14
4610,CASUAL DINING,Constantine,3.2,5,Fort York,"15 Charles Street E, Toronto, ON M4Y 1S1",Mediterranean,35,43.66847070000001,-79.3853152,"15 Charles St E, Toronto, ON M4Y 1S1, Canada",M4Y,8
4611,BAR,Kensington Lodge,2.4,8,"Kensington Avenue, Kensington-Chinatown","21 Kensington Avenue, Toronto M5T 2J8",Bar Food,40,43.65319239999999,-79.3999578,"21 Kensington Ave, Toronto, ON M5T 2J8, Canada",M5T,7
4612,CASUAL DINING,Yola's Caribbean Veggie Cuisine,2.7,6,Oshawa,"9 Bond Street West, Oshawa",Caribbean,43,43.8981439,-78.86440619999998,"9 Bond St W, Oshawa, ON L1G 4R7, Canada",L1G,8
4613,DESSERT PARLOR,Chocolate By Wickerhead,3.1,5,"Queen Street East, The Beaches","2375 Queen Street East, Toronto",Desserts,25,43.67246309999999,-79.2878199,"2375 Queen St E, Toronto, ON M4E 1H2, Canada",M4E,12
4614,QUICK BITES,Just Soups,3.5,4,"Morningside Avenue, Scarborough","1143 Morningside Avenue, Scarborough",Healthy Food,20,43.801433,-79.19854050000001,"1143 Morningside Ave, Scarborough, ON M1B 0A7, Canada",M1B,8
4615,CASUAL DINING,Bing's Wok,3.0,7,"Pape Avenue, Broadview North","976 Pape Avenue, Toronto","Chinese, Asian",30,43.687887599999996,-79.34839869999998,"976 Pape Ave, East York, ON M4K 3V7, Canada",M4K,2
4616,QUICK BITES,Alexandria Falafel,2.8,10,"Queen Street West, Parkdale","1233 Queen Street West, Toronto","Middle Eastern, Fast Food, Mediterranean",25,43.641684000000005,-79.430146,"1233 Queen St W, Toronto, ON M6K 1L5, Canada",M6K,8
4617,CASUAL DINING,Village Inn,3.1,4,Clarington,"99 King Street West, Bowmanville L1C3H4",Bar Food,43,43.9127455,-78.69188309999998,"99 King St W, Bowmanville, ON L1C 3H4, Canada",L1C,7
4618,QUICK BITES,Famous Laffa,3.7,4,"Promenade Circle, Thornhill","The Promenade Shopping Centre, 1 Promenade Circle, Thornhill",Iranian,25,43.806709600000005,-79.45247590000002,"1 Promenade Cir, Thornhill, ON L4J 4P8, Canada",L4J,8
4619,BAR,The Ossington,3.2,7,"Ossington Avenue, Beaconsfield Village","61 Ossington Avenue, Toronto M6J",Bar Food,50,43.645596600000005,-79.41921529999998,"61 Ossington Ave, Toronto, ON M6J 2Y9, Canada",M6J,7
4620,CASUAL DINING,Famous Sam's,3.0,8,"Woodbine Avenue, Whitchurch-Stouffville","12275 Woodbine Avenue, Whitchurch-Stouffville","Diner, Canadian",30,43.9425335,-79.3781013,"12275 Woodbine Ave, Gormley, ON L0H 1G0, Canada",L0H,8
4621,CASUAL DINING,Hookseys Fish & Chips,3.4,10,Whitby,"3050 Garden Street, Whitby","Fast Food, Fish and Chips",30,43.90232879999999,-78.9420827,"3050 Garden St, Whitby, ON L1R 2G7, Canada",L1R,3
4622,CASUAL DINING,The Leaside Pub,3.5,4,"Laird Drive, Leaside","190 Laird Drive, Toronto",Bar Food,75,43.7104676,-79.36384770000001,"190 Laird Dr, East York, ON M4G 3W2, Canada",M4G,7
4623,QUICK BITES,Moon Rice,2.8,4,"Confederation Parkway, Mississauga","3050 Confederation Parkway, Mississauga L53 3Z6",Indian,20,43.5780276,-79.62147,"3050 Confederation Pkwy, Mississauga, ON L5B 3Z6, Canada",L5B,10
4624,FOOD COURT,Asian Gourmet,3.2,6,Mississauga,"2150 Burnhamthorpe Road West, Mississauga","Chinese, Asian",15,43.5451583,-79.68221659999998,"2150 Burnhamthorpe Rd W, Mississauga, ON L5L 3A2, Canada",L5L,2
4625,FOOD COURT,El Greeko,3.4,7,"Wilson Avenue, North York","Sheridan Mall, Food Court, 1700 Wilson Avenue, North York M3L 1A6","Fast Food, Greek",20,43.72128370000001,-79.51136650000001,"1700 Wilson Ave, North York, ON M3L 1B2, Canada",M3L,3
4626,QUICK BITES,Vatra Cheese & Deli,3.6,6,"Bloor Street West, Etobicoke","3878 Bloor Street West, Etobicoke M9B 1L3","Eastern European, Deli",20,43.64072849999999,-79.54188140000001,"3878 Bloor St W, Etobicoke, ON M9B 1L3, Canada",M9B,8
4627,CAFÉ,Mattachioni,3.3,5,"Dupont Street, Junction Triangle","1617 Dupont Street, Toronto M6P 3S8",Italian,45,43.6648138,-79.4548599,"1617 Dupont St, Toronto, ON M6P 3S8, Canada",M6P,1
4628,CAFÉ,Naomi,3.5,7,"Atlantic Avenue, Liberty Village","112 Atlantic Avenue, Toronto M6K 1X9","Cafe, Asian",15,43.6394027,-79.4212849,"112 Atlantic Ave, Toronto, ON M6K 1X9, Canada",M6K,6
4629,QUICK BITES,Lucky Chinese Food,3.7,9,"Rogers Road, York","640 Rogers Road, Toronto",Chinese,13,43.6821287,-79.4747807,"640 Rogers Rd, York, ON M6M 1C1, Canada",M6M,8
4630,QUICK BITES,Captain Cooke's,3.0,9,"Shuter Street, Regent Park","219 Parliament Street, Toronto M5A 2Z4",Fish and Chips,20,43.6568072,-79.36469050000001,"219 Parliament St, Toronto, ON M5A 2Z4, Canada",M5A,8
4631,QUICK BITES,Guest House,3.4,6,"Donlands Avenue, Old East York","348 Donlands Avenue, Toronto","Chinese, Asian",30,43.6932473,-79.34274920000001,"348 Donlands Ave, East York, ON M4J 3S1, Canada",M4J,2
4632,QUICK BITES,NishDish,3.3,4,Christie Pits,"690 Bloor Street West, Toronto",Canadian,15,43.663973600000006,-79.4171032,"690 Bloor St W, Toronto, ON M6G 1L2, Canada",M6G,9
4633,CASUAL DINING,Abbey Arms,3.3,8,"481 North Service West, Oakville","481 North Service Road, Fourth Line, Oakville","Bar Food, Burger",50,43.4405677,-79.70909300000001,"481 North Service Rd W A7, Oakville, ON L6M 2V6, Canada",L6M,7
4634,BAR,Lily's Karaoke Bar & Grill,3.3,11,"Lakeshore Road East, Mississauga","1381 Lakeshore Road East, Mississauga L5E 1G6",Bar Food,40,43.584875,-79.55099240000001,"1381 Lakeshore Rd E, Mississauga, ON L5E 1G6, Canada",L5E,7
4635,BAR,Skadarlija Restaurant,3.0,8,"Queen Street West, Parkdale","1608 Queen Street West, Toronto",Bar Food,40,43.6397403,-79.4418307,"1608 Queen St W, Toronto, ON M6R 1A8, Canada",M6R,7
4636,CASUAL DINING,Zam,3.3,10,"The Queensway, Etobicoke","1340 The Queensway, Etobicoke",Mediterranean,60,43.6210459,-79.5283997,"1340 The Queensway, Etobicoke, ON M8Z 1S4, Canada",M8Z,8
4637,CASUAL DINING,Sushijun Express,3.3,7,"1415 Bonhill Road, Mississauga","1415 Bonhill Rd, Mississauga L5T 1L3","Sushi, Japanese, Asian",40,43.6599201,-79.6518771,"1415 Bonhill Rd, Mississauga, ON L5T 1R2, Canada",L5T,4
4639,QUICK BITES,George's Tastee Bread & Patties,3.3,4,North York,"3913 Don Mills Road, North York","Bakery, Caribbean",20,43.7797528,-79.3481345,"3913 Don Mills Rd, North York, ON M2J, Canada",M2J,0
4640,QUICK BITES,Kashmir Curry & Biryani House,3.6,4,"Albion Road, Etobicoke","Albion Centre, Lower Level, 1530 Albion Road, Etobicoke",North Indian,20,43.7416936,-79.58437280000003,"1530 Albion Rd, Etobicoke, ON M9V 5H4, Canada",M9V,8
4641,QUICK BITES,Amy's Fish & Chips,3.3,5,Richmond Hill,1285 Elgin Mills Road L4S 0B5,Fish and Chips,20,43.89603719999999,-79.40330370000002,"1285 Elgin Mills Rd E, Richmond Hill, ON L4S 0B5, Canada",L4S,8
4642,QUICK BITES,Lena's Roti and Doubles,3.5,6,"Financial Drive, Mississauga","6990 Financial Drive, Mississauga",West Indian,15,43.610947700000004,-79.74917740000001,"6990 Financial Dr, Mississauga, ON L5N 8J4, Canada",L5N,8
4643,CASUAL DINING,Joe & Lin Restaurant,2.9,6,"Birchmount Road, Scarborough","2306 Eglinton Avenue East, Scarborough","Caribbean, Chinese",25,43.7309408,-79.2750733,"2306 Eglinton Ave E, Scarborough, ON M1K 2M2, Canada",M1K,13
4644,CASUAL DINING,Spiga,2.7,11,"Yonge Street, Yonge & St. Clair","1378 Yonge Street, Toronto",Italian,60,43.6862465,-79.39356140000001,"1378 Yonge St, Toronto, ON M4T 1Y5, Canada",M4T,1
4645,CASUAL DINING,Taza Grill & Bar - Four Points By Sheraton...,2.8,7,"Argentia Road, Mississauga","Four Points By Sheraton Mississauga Meadowvale, 2501 Argentia Road, Mississauga",Grill,70,43.6014334,-79.755398,"2501 Argentia Rd, Mississauga, ON L5N 4G8, Canada",L5N,8
4646,QUICK BITES,Kapit Bahay,2.9,5,"4218 Lawrence Av East, Scarborough","4218 Lawrence Avenue East, Scarborough M1E4S6","Fast Food, Filipino",20,43.769421200000004,-79.184524,"4218 Lawrence Ave E, Scarborough, ON M1E 4X9, Canada",M1E,3
4647,FOOD COURT,Tasty Chinese Food,3.3,9,"Mccaul Street, Grange Park","Village by the Grange, 109 McCaul Street, Toronto M5T 3K5","Fast Food, Chinese",20,43.653620000000004,-79.3907806,"109 McCaul St, Toronto, ON M5T 2W7, Canada",M5T,3
4648,QUICK BITES,General Tso's Kitchen,3.1,4,"Yonge Street, Thornhill","7045 Yonge Street, Thornhill",Chinese,13,43.799362,-79.42001390000001,"7045 Yonge St, Thornhill, ON L3T 2A6, Canada",L3T,8
4649,CASUAL DINING,Daylight Grill,3.3,5,"Southdown Road, Mississauga","Clarkson Crossing, 980 Southdown Road, Unit E8, Mississauga","Diner, Canadian",30,43.508474299999996,-79.6309946,"2250-2260 Royal Windsor Dr, Mississauga, ON L5J 2Y4, Canada",L5J,8
4650,QUICK BITES,Tasty Pizza & More,3.7,6,North York,"360 Hullmar Drive, North York","Pizza, Fast Food",15,43.7735331,-79.52328320000001,"360 Hullmar Dr, North York, ON M3N 2X7, Canada",M3N,5
4651,BAKERY,Gramma's Oven,3.5,10,"Yonge Street, Richmond Hill","12960 Yonge Street, Richmond Hill","Bakery, Cafe",15,43.943185,-79.45509720000001,"12960 Yonge St, Richmond Hill, ON L4E 3K2, Canada",L4E,0
4652,CASUAL DINING,Steeles Garden,3.9,6,Woodbridge,"3850 Steeles Avenue West, Vaughan","Chinese, Asian",40,43.771202100000004,-79.5453283,"3850 Steeles Ave W, Woodbridge, ON L4L 4Y6, Canada",L4L,2
4653,QUICK BITES,Thanh Son Tofu,3.4,6,"Dundas Street East, Mississauga","Mississauga Chinese Centre, 888 Dundas Street East, Mississauga",Vietnamese,15,43.598094,-79.59452619999998,"888 Dundas St E, Mississauga, ON L4Y 4G6, Canada",L4Y,8
4654,QUICK BITES,Moga Meat,3.5,4,"Peter Robertson Boulevard, Brampton","1098 Peter Robertson Boulevard, Brampton","Indian, Pakistani",30,43.7580861,-79.73727099999998,"1098 Peter Robertson Blvd, Brampton, ON L6R 1G6, Canada",L6R,10
4655,QUICK BITES,Little Tokyo,3.9,7,"Iroquois Shore Road, Oakville","386 Iroquois Shore Road, Oakville","Sushi, Japanese",30,43.4650664,-79.68436969999998,"386 Iroquois Shore Rd, Oakville, ON L6H 1M4, Canada",L6H,4
4656,QUICK BITES,Caribbean Authentic Restaurant,3.7,6,"Kennedy Road, Mississauga","6660 Kennedy Road, Mississauga L5T 2M9",Caribbean,20,43.6489019,-79.68730699999998,"6660 Kennedy Rd, Mississauga, ON L5T 2M9, Canada",L5T,8
4657,FOOD COURT,Pho Tai Loi,3.8,4,"South Gateway Road, Mississauga","Dixie Park Centre, 1550 South Gateway Road, Unit 1B, Mississauga","Thai, Vietnamese",20,43.63222649999999,-79.6143475,"207, 1550 S Gateway Rd #207, Mississauga, ON L4W 5G6, Canada",L4W,8
4658,CASUAL DINING,W.E. Kitchen,3.0,4,"The West Mall, Etobicoke","405 The West Mall, Etobicoke","Cafe, Thai",30,43.6456127,-79.566929,"405 The West Mall, Etobicoke, ON M9C 5J5, Canada",M9C,6
4659,FOOD COURT,Modern Wok,3.7,9,"King Street West, Financial District","145 King Street West, The PATH, Toronto M5H 1J8","Asian, Chinese",25,43.6474734,-79.3839517,"145 King St W, Toronto, ON M5H 1J8, Canada",M5H,13
4660,CASUAL DINING,Matheson Sweets,3.1,4,"Matheson Boulevard East, Mississauga","450 Matheson Boulevard East, Mississauga",Indian,15,43.626078899999996,-79.6562335,"450 Matheson Blvd E, Mississauga, ON L4Z 1P1, Canada",L4Z,10
4661,QUICK BITES,Saigon Bakery,2.9,5,"Dundas Street East, Mississauga","1133 Dundas Street East, Mississauga L4Y 2C3","Sandwich, Vietnamese",10,43.604167499999996,-79.5904118,"1133 Dundas St E, Mississauga, ON L4Y 1R6, Canada",L4Y,8
4662,QUICK BITES,De Karibbean King's Eatery,3.4,5,"Finch Avenue West, North York","2300 Finch Avenue West, North York","Guyanese, Caribbean, West Indian",25,43.75310040000001,-79.542035,"2300 Finch Ave W, North York, ON M9M 2Y3, Canada",M9M,8
4663,CASUAL DINING,Cho's Wok,3.9,4,"2500 Eglinton Av East, Scarborough","2500 Eglinton Avenue, Scarborough M1K 2R5","Chinese, West Indian, Asian",30,43.7350569,-79.2576927,"2500 Eglinton Ave E, Scarborough, ON M1K 2R5, Canada",M1K,2
4664,QUICK BITES,3 for 2 Pizza & Wings,3.4,6,"Heritage Hills Boulevard, Mississauga","4646 Heritage Hills Boulevard, Mississauga","Pizza, Fast Food",20,43.5985631,-79.66069209999998,"4646 Heritage Hills Blvd, Mississauga, ON L5R 1Y3, Canada",L5R,5
4665,CLUB,Sugar Daddy's,3.0,8,"Dixie Road, Mississauga","5165 Dixie Road, Mississauga",Drinks Only,50,43.640108700000006,-79.6250323,"5165 Dixie Rd, Mississauga, ON L4W 4G1, Canada",L4W,8
4666,CASUAL DINING,Pentagram Bar & Grill,3.2,4,"Danforth Avenue, East Danforth","2620 Danforth Avenue, Toronto M4C 1L7","Chinese, Canadian, Asian",35,43.688744899999996,-79.30044989999998,"2620 Danforth Ave, Toronto, ON M4C 1L7, Canada",M4C,2
4667,CAFÉ,Innis Cafe,3.3,6,"Saint George Street, Discovery District","University of Toronto - Innis College, 2 Sussex Avenue, Toronto M5S1J5",Cafe,20,43.6655322,-79.3995474,"2 Sussex Ave, Toronto, ON M5S 1J5, Canada",M5S,6
4668,FOOD COURT,Orange Julius,3.4,7,"City Centre Drive, Mississauga","Square One Shopping Centre, 100 City Centre Drive, Mississauga",Beverages,25,43.5931073,-79.64225390000001,"100 City Centre Dr, Mississauga, ON L5B 2C9, Canada",L5B,8
4669,QUICK BITES,Dupont BBQ Grill House,3.7,7,"Dupont Street, Junction Triangle","1546 Dupont Street, Toronto M6P 3S6","Portuguese, BBQ, Grill",20,43.665584100000004,-79.4526989,"1546 Dupont St, Toronto, ON M6P 3S6, Canada",M6P,8
4670,CASUAL DINING,The Peoples Caribbean Dutch Pot,3.0,7,"Broadview Avenue, The Danforth","751 Broadview Avenue, Toronto M4K 2P6",Caribbean,25,43.675953899999996,-79.35841810000002,"751 Broadview Ave, Toronto, ON M4K 2P6, Canada",M4K,8
4671,CASUAL DINING,8 Sushi,3.3,6,"Danforth Avenue, The Danforth",551 Danforth Avenue,"Sushi, Japanese, Asian",40,43.678249,-79.3475262,"551 Danforth Ave, Toronto, ON M4K 1P7, Canada",M4K,4
4672,CLUB,Stirling Room,3.9,9,Distillery District,"16 Trinity Street, Toronto M5A",Drinks Only,70,43.6506046,-79.3598086,"16 Trinity St, Toronto, ON M5A 3C4, Canada",M5A,8
4673,CASUAL DINING,Seven44 Restaurant & Lounge,2.8,10,"Mount Pleasant Road, Davisville Village","744 Mount Pleasant Road, Toronto M4S 2N6","Grill, American, Italian",50,43.7071748,-79.3900135,"744 Mt Pleasant Rd, Toronto, ON M4S 2N6, Canada",M4S,8
4674,CASUAL DINING,Gui Hua Tang,3.3,5,"Steeles Avenue East, Markham","Market Village, 4350 Steeles Avenue East, F9, Markham L3R 9V4","Desserts, Chinese, Asian",20,43.8256735,-79.3043905,"4390 Steeles Ave E, Markham, ON L3R 9V7, Canada",L3R,13
4675,QUICK BITES,Samarqand Kabob and PIzza,3.3,9,"684 Major Mackenzie Dr East, Richmond Hill","672 Major Mackenzie Drive East, Richmond Hill","Pizza, Fast Food",35,43.876555200000006,-79.41692549999998,"672 Major Mackenzie Dr E, Richmond Hill, ON L4C 1J9, Canada",L4C,5
4676,CASUAL DINING,Hakka Town,2.7,8,Brampton,"225 Castle Oaks Crossing, Brampton","Hakka Chinese, Asian",25,43.796420700000006,-79.66674359999998,"225 Castle Oaks Crossing, Brampton, ON L0J 1C0, Canada",L0J,2
4677,QUICK BITES,Beryl's Pepper Pot,3.4,6,"Coxwell Avenue, The Beaches","1610 Queen Street East, Toronto, ON M4L 1G2",Caribbean,25,43.6663973,-79.3168252,"1610 Queen St E, Toronto, ON M4L 1E5, Canada",M4L,8
4678,FOOD COURT,Umi Sushi Express,3.3,9,"Front Street West, Entertainment District","Simcoe Place, 200 Front Street West, The PATH, Toronto","Sushi, Japanese, Asian",25,43.644935499999995,-79.386151,"Simcoe Place, 200 Front St W, Toronto, ON M5V 3K2, Canada",M5V,4
4679,CASUAL DINING,Pink Hong BBQ House,2.3,9,"West Beaver Creek Road, Richmond Hill","280 West Beaver Creek Road, Unit 25, Richmond Hill","Cantonese, Chinese, Asian",25,43.844162700000005,-79.3877344,"Jubilee Square, 25-280 West Beaver Creek Rd, Richmond Hill, ON L4B 3B1, Canada",L4B,13
4680,CASUAL DINING,Liuuil Hot Pot,2.6,8,Grange Park,"77 Huron Street, Toronto M5T2A8",Sichuan,45,43.6537521,-79.3961228,"77 Huron St, Toronto, ON M5T 2A8, Canada",M5T,8
4681,QUICK BITES,Pop-Up on River,3.9,6,"River Street, Regent Park","119 River Street, Toronto M5A 3P5","Diner, Greek",30,43.660900399999996,-79.35778719999998,"119 River St, Toronto, ON M5A 3P5, Canada",M5A,8
4682,QUICK BITES,Pasta Corner,3.9,4,"448 Gibraltar Drive, Mississauga","438 Gibraltar Drive, Mississauga",Italian,20,43.6525639,-79.69454040000001,"438 Gibraltar Dr, Mississauga, ON L5T 2N8, Canada",L5T,1
4683,CAFÉ,Coffee Time,2.6,10,"Headdon Gate, Richmond Hill","10 Headdon Gate, Richmond Hill",Cafe,25,43.867283,-79.45865440000001,"10 Headdon Gate, Richmond Hill, ON L4C 9W9, Canada",L4C,6
4684,CASUAL DINING,Richmond Court Bakery,2.3,9,"York Regional Road 7, Richmond Hill","Times Square, 550 Highway 7 East, Building A, Unit 7-8, 28-30, Richmond Hill","Chinese, Asian",25,43.8448722,-79.3836833,"550 Hwy 7, Richmond Hill, ON L4B 3Z4, Canada",L4B,2
4685,BAR,Mây,3.5,7,"Dundas Street West, Trinity Bellwoods","876 Dundas Street West, Toronto","Tapas, Vietnamese, Asian",55,43.6513532,-79.41137309999998,"876 Dundas St W, Toronto, ON M6J 1V7, Canada",M6J,2
4686,CASUAL DINING,Levetto,3.1,5,Aurora,"5-15975 Bayview Avenue, Aurora L4G 0S3","Pizza, Italian",25,44.023411100000004,-79.4470194,"15975 Bayview Ave #5, Aurora, ON L4G 0S3, Canada",L4G,5
4687,QUICK BITES,Harbourside Fish & Chips,3.6,5,Brampton,"180 Sandalwood Pkwy E, Brampton, ON L6Z 1Y4, Canada",Fish and Chips,20,43.7274519,-79.7944777,"180 Sandalwood Pkwy E, Brampton, ON L6Z, Canada",L6Z,8
4688,CAFÉ,Haven Espresso Bar,3.6,4,"Bloor Street West, Wallace-Emerson","615A Brock Avenue, Toronto",Cafe,20,43.6594829,-79.43861779999999,"615A Brock Ave, Toronto, ON M6H 3P1, Canada",M6H,6
4689,FOOD COURT,The Custom Grill,3.3,9,"Yonge Street, Financial District","Richtree Market, Eaton Centre, Level One , 14 Queen Street West, Toronto","Grill, Fast Food",25,43.6544382,-79.38069940000001,"220 Yonge St, Toronto, ON M5B 2H1, Canada",M5B,8
