,occasion,name,avg review,review count,neighborhood,address,cuisines,cost for 2,featured in,Google Addresses,Lat,Lng,Postal Codes
967,CAFÉ,Riverdale Perk Cafe,3.6,27,"Logan Avenue, Riverdale","633 Logan Ave, Toronto",Cafe,20,,"633 Logan Ave, Toronto, ON M4K 3C4, Canada",43.67125559999999,-79.34670919999998,M4K
968,CASUAL DINING,The Olive Press Italian Restaurant,3.0,84,"Dundas Street West, Oakville","2322 Dundas Street West, Oakville L6M 4J3",Italian,65,,"2322 Dundas St W, Oakville, ON L6M 4J3, Canada",43.4410751,-79.7700225,L6M
969,CASUAL DINING,Green Mango,4.0,83,"Bloor Street West, Etobicoke","3006 Bloor Street West, Etobicoke M8X 1C2",Thai,40,,"3006 Bloor St W, Etobicoke, ON M8X 1C2, Canada",43.6478052,-79.510648,M8X
970,CASUAL DINING,Sushi-Ya Japan,4.2,65,"Dixon Road, Etobicoke","621 Dixon Road, Toronto M9W 1H7","Japanese, Sushi",50,,"621 Dixon Rd, Etobicoke, ON M9W 1H7, Canada",43.69015170000001,-79.57592779999997,M9W
971,CASUAL DINING,Just Greek,4.1,80,"Bloor Street West, Etobicoke","3004 Bloor Street West, Etobicoke M8X 1C2",Greek,40,,"3004 Bloor St W, Etobicoke, ON M8X 1C2, Canada",43.647703,-79.510497,M8X
972,CASUAL DINING,Yumei Sushi,4.3,68,"Queen Street East, The Beaches","2116 Queen Street East, Toronto","Sushi, Japanese, Asian",50,,"2116 Queen St E, Toronto, ON M4E 1E2, Canada",43.6711999,-79.29519909999998,M4E
973,CASUAL DINING,Windfield's,3.5,60,"York Mills Road, North York","801 York Mills Road, North York M3B 1X7",American,45,,"801 York Mills Rd, North York, ON M3B 1X7, Canada",43.7529135,-79.35826,M3B
974,CASUAL DINING,Sushi In Sushi,4.4,54,Mississauga,"2310 Battleford Road, Unit 5, Mississauga L5N 3K6","Sushi, Japanese, Korean",35,,"5-2310 Battleford Rd, Mississauga, ON L5N 3K6, Canada",43.5851011,-79.7410075,L5N
975,CASUAL DINING,Seor Ak San,3.9,55,"Spadina Avenue, Grange Park","357 Spadina Avenue, Toronto M5T 2G3",Korean,30,,"357 Spadina Ave, Toronto, ON M5T 2G3, Canada",43.65558400000001,-79.3985383,M5T
976,CASUAL DINING,Cinamon Indian Bistro,3.9,60,"Queen Street East, The Beaches","1966 Queen Street East, Toronto M4L 1H8",Indian,50,,"1966 Queen St E, Toronto, ON M4L 1H8, Canada",43.669869,-79.3018147,M4L
977,BAKERY,Truscott Italian Bakery & Delicatessen,4.4,41,Mississauga,"2425 Truscott Drive, Mississauga L5J2B4","Bakery, Italian, Cafe",15,,"2425 Truscott Dr, Mississauga, ON L5J 2B4, Canada",43.51244910000001,-79.6484562,L5J
978,CASUAL DINING,Genji Sushi,4.3,50,"Steeles Avenue West, North York","2899 Steeles Avenue West, North York M3J 3A1","Sushi, Japanese, Asian",55,,"2899 Steeles Ave W, North York, ON M3J 3A1, Canada",43.781292799999996,-79.4912161,M3J
979,CASUAL DINING,The Arkadia House,4.0,76,"Eglinton Avenue East, Scarborough","2007 Eglinton Avenue, Scarborough M1L 2M9",Greek,80,,"2007 Eglinton Ave E, Scarborough, ON M1L 2M9, Canada",43.728838,-79.2812385,M1L
980,BAKERY,NU Bügel,3.8,60,"Augusta Avenue, Kensington-Chinatown","240 Augusta Avenue, Toronto M5T 2L7",Bakery,25,,"240 Augusta Ave, Toronto, ON M5T 2L7, Canada",43.6554419,-79.40265500000002,M5T
981,CASUAL DINING,Terrazza,4.1,58,"Harbord Street, Palmerston","372 Harbord Street, Toronto M6G 1H9",Italian,65,,"372 Harbord St, Toronto, ON M6G 1H9, Canada",43.659074600000004,-79.422315,M6G
982,CASUAL DINING,China Gourmet,4.2,57,"York Mills Road, North York","877 York Mills Road, North York M3B 1Y5","Chinese, Asian",25,,"877 York Mills Rd, North York, ON M3B 1Y5, Canada",43.755074900000004,-79.3483818,M3B
983,CASUAL DINING,L'Espresso Bar Mercurio,3.5,72,"Bloor Street West, The Annex","321 Bloor Street West, Toronto M5S 1S5","European, Cafe",50,,"321 Bloor St W, Toronto, ON M5S 1S5, Canada",43.6674139,-79.3992146,M5S
984,BAR,Hashi Izakaya,3.6,35,"Yonge Street, North York","5582 Yonge Street, North York M2N 5S2","Japanese, Asian",60,,"5582 Yonge St, North York, ON M2N 5S2, Canada",43.7792105,-79.4160004,M2N
985,FOOD COURT,Mean Bao.,3.4,52,"Village by the Grange, Grange Park","Village by the Grange, 275 Dundas Street West, Toronto M5T 3K1","Chinese, Fast Food",30,,"109 McCaul St, Toronto, ON M5T 2W7, Canada",43.6537184,-79.39090350000002,M5T
986,CAFÉ,Krepesz,3.8,44,"Augusta Avenue, Kensington-Chinatown","253 Augusta Avenue, Toronto M5T 2L8","Cafe, Hungarian",35,,"253 Augusta Ave, Toronto, ON M5T 2L8, Canada",43.65512070000001,-79.4020943,M5T
987,BAR,The Mugshot Tavern,4.1,61,"Bloor Street West, West Bend","1729 Bloor Street West, Toronto M6P 1B2",Bar Food,50,Comfort Food,"1729 Bloor St W, Toronto, ON M6P 1B2, Canada",43.65454769999999,-79.45959930000002,M6P
988,CASUAL DINING,3030 Dundas West,3.7,51,"Dundas Street West, The Junction","3030 Dundas Street West, Toronto M6P 1Z3",Bar Food,80,"Unique Dining, Board Games","3030 Dundas St W, Toronto, ON M6P 1Z3, Canada",43.665878799999994,-79.4704324,M6P
989,CASUAL DINING,Montfort Grill House,4.0,99,"Brant Street, Burlington","796 Brant Street, Burlington","Mediterranean, Middle Eastern",45,Grill My Cheese,"796 Brant St, Burlington, ON L7R 2J2, Canada",43.33360829999999,-79.8101944,L7R
990,CASUAL DINING,Anjappar Chettinad,3.7,62,"3091 Eglinton Av East, Scarborough","3090 Eglinton Avenue E, Scarborough M1J 2H1",South Indian,40,,"3090 Eglinton Ave E, Scarborough, ON M1J 2H1, Canada",43.7417289,-79.22691970000002,M1J
991,CASUAL DINING,Melody Bar - Gladstone Hotel,3.8,72,"Queen Street West, Liberty Village","Gladstone Hotel, 1214 Queen Street West, Toronto M6J 1J6",Bar Food,55,,"1214 Queen St W, Toronto, ON M6J 1J6, Canada",43.64277329999999,-79.42691640000002,M6J
992,CAFÉ,Crema Coffee Co.,4.1,69,"Dundas Street West Dundas, The Junction","3079 Dundas Street West, Toronto",Cafe,25,,"3079 Dundas St W, Toronto, ON M6P 1Z9, Canada",43.6653685,-79.47224659999998,M6P
993,QUICK BITES,FBI Pizza,3.9,67,"Lake Shore Blvd West, Etobicoke","2336 Lake Shore Boulevard West, Etobicoke","Pizza, Italian",25,,"2336 Lake Shore Blvd W, Etobicoke, ON M8V 1B6, Canada",43.61675570000001,-79.48803079999998,M8V
994,QUICK BITES,Classico Louie's Pizzeria,4.1,61,"Yonge Street, Yonge & Eglinton","2549 Yonge Street, Toronto M4P 2H9","Pizza, Italian",35,,"2549 Yonge St, Toronto, ON M4P 2H9, Canada",43.71329160000001,-79.399455,M4P
995,CASUAL DINING,Mezzetta,3.7,61,"Saint Clair Avenue West, Hillcrest","681 St. Clair Avenue West, Toronto","Middle Eastern, Mediterranean",45,,"681 St Clair Ave W, Toronto, ON M6C 1A7, Canada",43.6815479,-79.42533359999999,M6C
996,CASUAL DINING,Richmond Court Restaurant,3.7,54,"York Regional Road 7, Richmond Hill","Times Square, 550 Highway 7 East, Richmond Hill",Hong Kong Style,30,,"Times Square, 550 Hwy 7, Richmond Hill, ON L4B 3Z4, Canada",43.8449491,-79.38351180000002,L4B
997,CASUAL DINING,Capocaccia,4.0,71,Yonge & St. Clair,"1366 Yonge Street, Toronto",Italian,85,,"1366 Yonge St, Toronto, ON M4T 3A7, Canada",43.68603419999999,-79.3936282,M4T
998,CASUAL DINING,New City Restaurant,3.8,48,"Kennedy Road, Markham","New Kennedy Square, 8362 Kennedy Road, Markham L3R 0W4",Hong Kong Style,35,,"8360 Kennedy Rd, Unionville, ON L3R 9W4, Canada",43.859340700000004,-79.30470179999998,L3R
999,CASUAL DINING,Pappas Grill,3.2,60,"Danforth Avenue, The Danforth","440 Danforth Avenue, Toronto M4K 1P4",Greek,60,,"440 Danforth Ave, Toronto, ON M4K 1P4, Canada",43.6780657,-79.35064349999998,M4K
1000,CASUAL DINING,Piatto Ristorante,3.9,53,"Dundas Street West, Mississauga","1646 Dundas Street West, Mississauga L5C 1E6",Italian,65,,"1646 Dundas St W, Mississauga, ON L5C 1E6, Canada",43.5443025,-79.6548155,L5C
1001,CASUAL DINING,The Bedford Academy,3.8,72,"Prince Arthur Avenue, The Annex","36 Prince Arthur Avenue, Toronto M5R 1A9","Bar Food, Canadian",60,,"36 Prince Arthur Ave, Toronto, ON M5R 1A9, Canada",43.6696058,-79.397329,M5R
1002,CASUAL DINING,Bâton Rouge Steakhouse & Bar,3.8,86,"2 Auto Park Circle, Woodbridge",7520 Weston Road Vaughan L4L 9L9,"Steak, American",100,,"7520 Weston Rd, Woodbridge, ON L4L 9L9, Canada",43.786103499999996,-79.5487713,L4L
1003,CASUAL DINING,Bazara,3.8,42,"Ossington Avenue, Beaconsfield Village","188 Ossington Avenue, Toronto M6J 2Z7","Sushi, Japanese, Asian",65,,"188 Ossington Ave, Toronto, ON M6J 2Z7, Canada",43.6485051,-79.420684,M6J
1004,CASUAL DINING,Aka Teppan,3.5,17,"Bloor Street West, The Annex","394 Bloor Street West, Toronto","Japanese, Asian",30,,"394 Bloor St W, Toronto, ON M5S 1X4, Canada",43.6661927,-79.4071984,M5S
1005,CASUAL DINING,A La Kitchen,3.7,60,"Fairburn Drive, Markham","First Markham Centre, Unit 18 - 19, 11 Fairburn Drive, Markham L6G 0A5","Shanghai, Chinese, Asian",35,,"First Markham Centre, 11 Fairburn Dr Unit 18, Markham, ON L6G 1A6, Canada",43.8478479,-79.34814890000001,L6G
1006,QUICK BITES,Adamson Barbecue,3.8,18,"Wicksteed Avenue, Leaside","176 Wicksteed Avenue, Toronto M4G 2B6","BBQ, Deli",20,,"176 Wicksteed Ave, East York, ON M4G 2B6, Canada",43.712496200000004,-79.35311209999998,M4G
1007,BAR,Lou Dawg's,3.4,40,"Gerrard Street East, Garden District","76 Gerrard Street East, Toronto M5G 2A7","BBQ, Southern, American, Bar Food",40,,"76 Gerrard St E, Toronto, ON M5B 1G6, Canada",43.660188899999994,-79.37821129999998,M5B
1008,CASUAL DINING,Deer Garden Signatures,3.5,39,"Highway 7, Thornhill","550 Highway 7 East, Unit 108-109, Thornhill","Chinese, Asian",30,,"550 Hwy 7 Unit 108-109, Richmond Hill, ON L4B 3Z4, Canada",43.8449491,-79.38351180000002,L4B
1009,CASUAL DINING,Osaka Sushi,4.0,52,"5762 Hwy 7, Markham","5762 Highway 7 East, Markham","Sushi, Japanese, Asian",35,,"5762 Hwy 7, Markham, ON L3P 1A8, Canada",43.8724111,-79.26669790000003,L3P
1010,CASUAL DINING,Pulcinella,3.8,67,"Lake Shore Boulevard West, Etobicoke","3687 Lake Shore Boulevard West, Etobicoke M8W 1P7",Italian,110,,"3687 Lake Shore Blvd W, Etobicoke, ON M8W 1P7, Canada",43.59329810000001,-79.5378637,M8W
1011,FOOD COURT,Sun's Kitchen,3.7,35,"Steeles Avenue East, Markham","Pacific Mall, Second Floor, Food Court, 4300 Steeles Avenue East, Markham L3R 0Y5","Northern Chinese, Chinese, Asian",20,,"4300 Steeles Ave E, Markham, ON L3R 0Y5, Canada",43.8250037,-79.3058147,L3R
1012,CASUAL DINING,Pho Mi 99,4.0,71,"Hurontario Street, Mississauga","4557 Hurontario Street, Mississauga L4Z 3M2","Vietnamese, Asian",35,,"4557 Hurontario St, Mississauga, ON L4Z 3M1, Canada",43.606826500000004,-79.64908539999998,L4Z
1013,QUICK BITES,Kookoo's Kitchen,3.6,54,"Rutherford Shopping Centre, Woodbridge","Rutherford Shopping Centre, 5100 Rutherford Road, Vaughan L4H 2J2","Fish and Chips, Grill",25,,"5100 Rutherford Rd, Woodbridge, ON L4H 2J2, Canada",43.8173234,-79.60212899999998,L4H
1014,CASUAL DINING,Soonturn Bahn Thai,4.0,69,"Lakeshore Road East, Oakville","210 Lakeshore Road East, Oakville L6J 1H8","Thai, Asian",75,,"210 Lakeshore Rd E, Oakville, ON L6J 1H8, Canada",43.4457007,-79.6673106,L6J
1015,CASUAL DINING,Thai Noodle,4.1,65,"Vaughan Road, Hillcrest","62 Vaughan Road, Toronto",Thai,35,,"62 Vaughan Rd, Toronto, ON M6G 2N4, Canada",43.6824618,-79.41993659999999,M6G
1016,CASUAL DINING,Antica Osteria,4.1,50,"Mayfield Road, Caledon","3088 Mayfield Road, Caledon L6Z 4R5",Italian,70,,"3088 Mayfield Rd, Brampton, ON L6Z 0E3, Canada",43.736321999999994,-79.822778,L6Z
1017,CASUAL DINING,Pogue Mahone,3.6,65,Downtown Yonge,"College Park, 777 Bay Street, Toronto M5G 2C8","Irish, Bar Food",60,,"444 Yonge St, Toronto, ON M5B 2H4, Canada",43.66070089999999,-79.38355390000002,M5B
1018,CASUAL DINING,Dayali,2.9,51,"Warden Avenue, Markham",20 Gibson Drive L3R 8B5,"Northern Chinese, Chinese, Asian",40,Great Chinese,"20 Gibson Dr, Markham, ON L3R 4N3, Canada",43.824567200000004,-79.3265393,L3R
1019,CASUAL DINING,Destiny,3.4,72,Richmond Hill,"165 York Boulevard, Richmond Hill","Taiwanese, Bubble Tea, Desserts, Asian",30,,"165 York Blvd, Richmond Hill, ON L4B 4A7, Canada",43.8487034,-79.37431819999998,L4B
1020,CASUAL DINING,Si Andiamo Pasta Plus,4.1,52,"Queen Street South, Mississauga","135 Queen Street S, Mississauga L5M 1K9",Italian,55,,"135 Queen St S, Mississauga, ON L5M 1K9, Canada",43.583367700000004,-79.715627,L5M
1021,CASUAL DINING,Suko Thai,4.0,60,"Winston Park Drive, Oakville","Oakville Entertainment Centre, 2055 Winston Park Drive, Oakville","Thai, Asian",50,,"2075 Winston Park Dr, Oakville, ON L6H 6P5, Canada",43.5104024,-79.6684537,L6H
1022,CASUAL DINING,Ferraro 502,4.1,74,"Eglinton Avenue West, Forest Hill","502 Eglinton Avenue West, Toronto M5N 1B1","Italian, Pizza",55,,"502 Eglinton Ave W, Toronto, ON M5N 1A5, Canada",43.70379260000001,-79.4132906,M5N
1023,BAR,Madison Avenue Pub,3.6,78,"Madison Avenue, The Annex","14 Madison Avenue, Toronto M5R 2S1",Bar Food,50,Trending This Week,"14 Madison Ave, Toronto, ON M5R 2S1, Canada",43.667838700000004,-79.4033257,M5R
1024,CASUAL DINING,Rawlicious,3.6,57,"Cumberland Street, Yorkville","20 Cumberland Street, Toronto M4W 1J5","Healthy Food, Cafe",45,,"20 Cumberland St, Toronto, ON M4W 1J5, Canada",43.6710566,-79.38819629999998,M4W
1025,CASUAL DINING,Jake's Grill and Oyster House,3.9,75,"Walkers Line, Burlington","950 Walkers Line, Burlington","Seafood, Steak",80,,"950 Walkers Line, Burlington, ON L7N 2G2, Canada",43.3637661,-79.78602459999998,L7N
1026,CASUAL DINING,The West Hill Pizza & Wings,4.1,73,"Kingston Road, Scarborough","4637 Kingston Road, Unit 1, Scarborough","Italian, Tapas, Fusion",30,,"1-4637 Kingston Rd, Scarborough, ON M1E 2P8, Canada",43.7745227,-79.1774638,M1E
1027,QUICK BITES,Rifca's Mediterranean Kitchen,4.2,72,"Yonge Street, Richmond Hill","8950 Yonge Street, Richmond Hill L4C 6Z7",Mediterranean,35,,"8950 Yonge St, Richmond Hill, ON L4C 6V5, Canada",43.84569339999999,-79.43179649999998,L4C
1028,QUICK BITES,Fire Pit,4.1,73,"Hurontario Street, Mississauga","6020 Hurontario Street, Mississauga L5R 4B3","Burger, Fast Food",25,,"6020 Hurontario St, Mississauga, ON L5R 4B3, Canada",43.6262561,-79.68024849999998,L5R
1029,CASUAL DINING,Khao San Road,3.7,29,Entertainment District,"11 Charlotte Street, Toronto M5V 2H5",Thai,30,,"11 Charlotte St, Toronto, ON M5V 0M6, Canada",43.6463996,-79.3936098,M5V
1030,CASUAL DINING,Maki My Way,3.4,30,"King Street West, Entertainment District","293 King Street West, Toronto M5V 1J5","Sushi, Japanese",30,,"293 King St W, Toronto, ON M5V 1J5, Canada",43.6463565,-79.3900436,M5V
1031,CASUAL DINING,Pasqualino,4.2,60,"Main Street East, Milton","248 Main Street East, Milton","Seafood, Italian",60,,"248 Main St E, Milton, ON L9T 1N8, Canada",43.5135528,-79.88231420000002,L9T
1032,CASUAL DINING,The Perfect Kitchen,4.0,55,"Ridgeway Drive, Mississauga","3075 Ridgeway Drive, Unit 1 L5L 3M6","Cantonese, Chinese, Asian",30,,"1-3075 Ridgeway Dr, Mississauga, ON L5L 5X8, Canada",43.522595300000006,-79.7045048,L5L
1033,CASUAL DINING,Fukui Sushi,4.1,41,"Bayview Avenue, Davisville Village","1612 Bayview Avenue, Toronto","Sushi, Japanese, Asian",55,,"1612 Bayview Ave, Toronto, ON M4G 3B7, Canada",43.706283299999996,-79.3756412,M4G
1034,CASUAL DINING,Chinese Halal Restaurant,3.8,38,"Ravel Road, North York","Finch & Leslie Square, 101 Ravel Road, North York M2H 1T1","Xinjiang, Chinese, Asian",30,,"149C Ravel Rd, North York, ON M2H 1T1, Canada",43.790786,-79.367763,M2H
1035,CASUAL DINING,Rally Sports Bar,4.0,54,"O'connor Drive, Bermondsey","1660 O'Connor Drive, Toronto M4A 2R4","American, BBQ",65,"Sports Bars, Barbecue & Grill","1660 O'Connor Dr, North York, ON M4A 1W4, Canada",43.717348,-79.30557999999998,M4A
1036,CASUAL DINING,Antonino's,4.3,58,"Rutherford Road, Vaughan","1801 Rutherford Road, Vaughan","Pizza, Italian",40,,"1801 Rutherford Rd, Concord, ON L4K 5K6, Canada",43.8402,-79.49270990000002,L4K
1037,CASUAL DINING,Solstice,3.9,67,"Lakeshore Road West, Mississauga","Turtle Creek Plaza, 1801 Lakeshore Road West, Mississauga L5J 1J6",Italian,90,,"1801 Lakeshore Rd W #101, Mississauga, ON L5J 1J6, Canada",43.5165316,-79.62510490000003,L5J
1038,CASUAL DINING,Ted's Restaurant,3.7,66,"404 Old Kingston Road, Scarborough","404 Old Kingston Road, Scarborough M1C 1B6",American,55,,"404 Old Kingston Rd, Scarborough, ON M1C 1B6, Canada",43.7845234,-79.16927749999998,M1C
1039,CASUAL DINING,Royal Tea House,2.9,30,"Woodbine Avenue, Markham","10 Apple Creek Boulevard, Unit 3, Markham","Dim Sum, Cantonese, Chinese, Asian",20,,"3-10 Apple Creek Blvd, Markham, ON L3R 5G1, Canada",43.85950560000001,-79.3463519,L3R
1040,CASUAL DINING,Congee Time,3.6,60,"Yonge Street, North York","Newtonbrook Plaza, 5817 Yonge Street, North York M2M","Cantonese, Chinese, Asian",40,,"5915 Yonge St, North York, ON M2M 3T9, Canada",43.7867685,-79.4164959,M2M
1041,CASUAL DINING,Folco's Ristorante,4.2,60,"Main Street Markham North, Markham","42 Main Street, Markham",Italian,75,,"42 Main St N, Markham, ON L3P 1X5, Canada",43.87551920000001,-79.26045739999998,L3P
1042,CASUAL DINING,The Cheesecake Factory,3.6,32,North York,"3401 Dufferin Street, CRU#02, North York M6A 2T9",American,30,,"02-3401 Dufferin St, North York, ON M6A 2T9, Canada",43.725108299999995,-79.45280869999998,M6A
1043,CASUAL DINING,Old York Bar And Grill,4.0,70,"Niagara Street, Niagara","167 Niagara Street, Toronto M5V 1C9",American,40,,"167 Niagara St, Toronto, ON M5V 1C9, Canada",43.64187889999999,-79.406503,M5V
1044,CASUAL DINING,Chutney's,2.8,77,"Bloor Street West, Etobicoke","3077 Bloor Street West, Etobicoke",Indian,50,,"3077 Bloor St W, Etobicoke, ON M8X 1C7, Canada",43.6465726,-79.51393990000003,M8X
1045,CASUAL DINING,Fishbone Bistro,4.0,46,Whitchurch-Stouffville,"6146 Main Street, Whitchurch-Stouffville","Seafood, Portuguese",80,,"6146 Main St, Whitchurch-Stouffville, ON L4A 4H8, Canada",43.97064320000001,-79.25095160000002,L4A
1046,CAFÉ,Boxcar Social,3.7,43,"Yonge Street, Summerhill","1208 Yonge Street, Toronto M4T 1W1",Cafe,30,,"1208 Yonge St, Toronto, ON M4T 1W1, Canada",43.68170070000001,-79.3916272,M4T
1047,QUICK BITES,Leela's Roti & Doubles,3.8,53,"Rathburn Road West, Mississauga","900 Rathburn Road West, Mississauga L5C 4L2",Caribbean,25,,"900 Rathburn Rd W, Mississauga, ON L5C 4L3, Canada",43.578298499999995,-79.6612622,L5C
1048,CASUAL DINING,Hana-bi Japanese Restaurant,3.8,49,"Highway 7, Markham","First Markham Place, 3235 Hwy 7 E, Markham L3R 3P3","Sushi, Japanese, Asian",30,,"3235 Hwy7, E, Unit 18, Markham, ON L3R 3P3, Canada",43.849852399999996,-79.3476118,L3R
1049,CASUAL DINING,Thai House,4.1,67,"Main Street East, Milton","181 Main Street East, Milton","Thai, Asian",35,,"181 Main St E, Milton, ON L9T 1N7, Canada",43.5126589,-79.88397640000002,L9T
1050,CASUAL DINING,Diwan,3.5,19,"Wynford Drive, North York","77 Wynford Drive, North York","Middle Eastern, Turkish, Fusion",100,,"77 Wynford Dr, Toronto, ON M3C 1K1, Canada",43.72524540000001,-79.3321048,M3C
1051,QUICK BITES,Falafel World,4.2,63,"Bloor Street West, Bloor West Village","2396 Bloor Street West, Toronto M6S 1P5",Middle Eastern,20,,"2396 Bloor St W, Toronto, ON M6S 1P5, Canada",43.64984219999999,-79.4827706,M6S
1052,CASUAL DINING,Thai Shan Inn,3.7,47,"Dufferin Street, York","2404 Dufferin Street, Toronto","Thai, Asian",40,,"2404 Dufferin St, York, ON M6E 3S8, Canada",43.6969059,-79.45120440000002,M6E
1053,CASUAL DINING,Shangrila,3.9,36,"Queen Street West, Parkdale","1600 Queen Street West, Toronto M6R 1A8","Tibetan, Asian Fusion, Asian",40,,"1600 Queen St W, Toronto, ON M6R 1A8, Canada",43.639785700000004,-79.4416219,M6R
1054,CASUAL DINING,Woods Restaurant & Bar,3.9,33,"Colborne Street, St. Lawrence","45 Colborne Street, Toronto",Canadian,90,,"45 Colborne St, Toronto, ON M5E 1E3, Canada",43.648996999999994,-79.37509539999998,M5E
1055,CASUAL DINING,The Chefs' House,3.8,48,"King Street East, St. Lawrence","215 King Street East, Toronto M5A 3W8",Canadian,90,,"215 King St E, Toronto, ON M5A 1J9, Canada",43.6508508,-79.36914909999999,M5A
1056,QUICK BITES,Burger Shoppe,4.3,71,"Queen Street East, Riverside","688 Queen Street East, Toronto","Burger, Fast Food",30,,"688 Queen St E, Toronto, ON M4M 1G9, Canada",43.65884129999999,-79.350703,M4M
1057,CASUAL DINING,Ben Thanh,4.0,75,"Millcroft Shopping Centre, Burlington","Millcroft Shopping Centre, 2080 Appleby Line, Unit E1, Burlington","Vietnamese, Thai, Asian",40,,"2000 Appleby Line, Burlington, ON L7L 6M6, Canada",43.393894700000004,-79.7912357,L7L
1058,DESSERT PARLOR,Zane Patisserie & Boulangerie,4.1,48,"Queen Street East, The Beaches","1842 Queen Street East, Toronto M4L 6T3",Desserts,10,,"1842 Queen St E, Toronto, ON M4L 6T3, Canada",43.66854,-79.30795599999998,M4L
1059,CASUAL DINING,Monk's Table,4.0,73,"Yonge Street, Summerhill","1276 Yonge Street, Toronto M4T 1W5",Bar Food,70,,"1276 Yonge St, Toronto, ON M4T 1W5, Canada",43.6836035,-79.39249559999998,M4T
1060,QUICK BITES,Señor Burrito,4.0,47,Mississauga,2155 Leanne Boulevard L5K 2K8,Mexican,20,,"2155 Leanne Blvd, Mississauga, ON L5K 2L6, Canada",43.525943299999994,-79.65205259999998,L5K
1061,CASUAL DINING,Ice Cream Patio,3.5,61,"Highway 7, Woodbridge","5451 Highway 7, Vaughan",Italian,50,,"5451 Hwy 7, Woodbridge, ON L4L 0B2, Canada",43.776248700000004,-79.6030505,L4L
1062,CASUAL DINING,Hockey Sushi,3.1,75,"Centre Street, Thornhill","1102 Centre Street, Thornhill","Sushi, Japanese, Asian",35,,"1102 Centre St, Thornhill, ON L4J 3M8, Canada",43.8091162,-79.4615551,L4J
1063,CASUAL DINING,Canis Restaurant,3.6,13,"Queen Street West, Trinity Bellwoods","746 Queen Street W, Toronto M6J 1E9",Canadian,120,,"746 Queen St W, Toronto, ON M6J 1E9, Canada",43.64607520000001,-79.41009,M6J
1064,CASUAL DINING,Flo's Diner,3.6,71,"Yorkville Avenue, Yorkville","70 Yorkville Avenue, Upper Level, Toronto M5R 1B9","Diner, Canadian",35,,"70 Yorkville Ave, Toronto, ON M5R 1B9, Canada",43.6715929,-79.3908687,M5R
1065,CASUAL DINING,Kairali,3.8,49,"Kennedy Road, Scarborough","1210 Kennedy Road, Scarborough M1P 2L1","South Indian, Sri Lankan",35,,"1210 Kennedy Rd, Scarborough, ON M1P 2L1, Canada",43.754842,-79.27724529999998,M1P
1066,CASUAL DINING,Oja,3.9,64,"Yonge Street, Church And Wellesley","689 Yonge Street, Toronto M4Y 2B2","Korean, Japanese, Asian",60,,"689 Yonge St, Toronto, ON M4Y 2B2, Canada",43.6689926,-79.38596940000002,M4Y
1067,CASUAL DINING,Gyubee,3.7,18,"Woodbine Avenue, Markham","7100 Woodbine Avenue Suite 100, L3R 5J2",Japanese,30,,"100-7100 Woodbine Ave, Markham, ON L3R 5J2, Canada",43.81576610000001,-79.35000339999998,L3R
1068,CASUAL DINING,Sea Witch,3.9,52,"Saint Clair Avenue West, Forest Hill","636 Street Clair Avenue West, Toronto M6C 1A9",Fish and Chips,40,,"636 St Clair Ave W, Toronto, ON M6C 1A9, Canada",43.682207700000006,-79.42397749999998,M6C
1069,BAKERY,Kostas Bakery,3.5,15,"Ellesmere Road, Scarborough","265 Ellesmere Road, Scarborough",Bakery,15,,"265 Ellesmere Rd, Scarborough, ON M1R 4E4, Canada",43.7605162,-79.30157229999998,M1R
1070,QUICK BITES,Brasas Churrasqueria Rostisserie & Grill,4.0,54,"Burnhamthorpe Road West, Mississauga","2385 Burnhamthorpe Road West, Mississauga L5L 6A4","Portuguese, Grill",30,,"2385 Burnhamthorpe Rd W, Mississauga, ON L5L 3M5, Canada",43.543001399999994,-79.6919978,L5L
1071,CASUAL DINING,Pepperwood Bistro,3.3,71,"Lakeshore Road East, Burlington","1455 Lakeshore Rd., Burlington L7S2J1",Canadian,80,,"1455 Lakeshore Rd, Burlington, ON L7S 2J1, Canada",43.3243626,-79.7973605,L7S
1072,CASUAL DINING,Red House,3.6,65,"Kingston Road, Pickering","Whites Road Shopping Centre, 705 Kingston Road, Unit 8, Pickering","Thai, Malaysian, Asian",30,,"705 Kingston Road, Shopping Centre, Whites Rd N Unit 17, Pickering, ON L1V 6K3, Canada",43.8189013,-79.113157,L1V
1073,CASUAL DINING,La Hacienda,3.4,64,"Queen Street West, Fashion District","640 Queen Street West, Toronto M6J 1E6",Mexican,55,,"640 Queen St W, Toronto, ON M6J 1E4, Canada",43.6469271,-79.4061574,M6J
1074,CASUAL DINING,Made In China,3.4,40,"Midland Ave East, Scarborough",3280 Midland Avenue,"Chinese, Asian",25,,"3280 Midland Ave, Scarborough, ON M1V 0C7, Canada",43.805791299999996,-79.2888483,M1V
1075,QUICK BITES,Four Brothers Pizza,3.3,75,"2828 Kingsway Drive, Oakville","2828 Kingsway Dr, Oakville L6J6X7","Pizza, Fast Food",30,,"2828 Kingsway Dr, Oakville, ON L6J 7M2, Canada",43.50010020000001,-79.6609563,L6J
1076,CASUAL DINING,Sky Yard - The Drake Hotel,3.4,26,"Queen Street West, Beaconsfield Village","The Drake Hotel, 1150 Queen Street West, Toronto M6J 1J3","Bar Food, European, Asian",65,,"1150 Queen St W, Toronto, ON M6J 1J3, Canada",43.6432276,-79.4246302,M6J
